,아이디,댓글 내용,댓글 시간
199,  박지혜,감삼다 감삼다 짧은 21년 일생동안 제 등은 원래 이렇게 생겨먹은줄 알았어요 굽은 등할머니 아버지 대대로 내려온 체형인 줄 알았고 의자에 앉아있으면 누가 양쪽 어깨 끝을 앞으로 잡아당기는 느낌때문에 허리 펴고 앉아있는게 고문이었어요 엄마가 이젠 너무 살쪄서 앉기 힘드니 하고 놀릴때 정말 내가 몸이 무거워서 앉는게 이렇게 힘든건가 고민했어요 근데 이거 삼일 하니까 앉을 때 자연스럽게 허리가 펴지네요 남들은 다 이렇게 평생을 살았던 걸까요 너무 행복해서 앉을때마다 중둔근이 떨리는거 같아요 감삼다 앞으로도 꾸준히 할게요ㅠㅠ,2년 전
200,  자비,영상에 좋았어!만 몇번이 나오는거야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,3년 전
201,  좋아짱좋아,스탠딩 w 운동 할때 어깨 안 좋은 팔이 내려올때 벽에 붙지를 않네요... 어디가 문제 일까요 ㅠ,2년 전
202,  팽팽하게,너무 좋아..... 와 .....,3년 전
203,  ㅇ,근육이 뭉쳐서 그런거라면 이운동이 효과가 있겠지만 자세를 잘못취해  뼈가 말린채 성장이 끝났다면 소용없을듯,2년 전
204,  호호,넌 이걸 보면서도 누워있지 내말이 맞지?ㅋㅋㅋ,3년 전
205,  Night Blue,1:02 런지 자세를 취하면 팔 손목 부터 팔꿈치 부분까지 안쪽 근육이 많이 땡기는 느낌이 나면서 저립니다... 자세가 잘못된걸까요?,2년 전
206,  포뇨,상지근막 스트레칭 왼쪽과 오른쪽 다 해야하죠?,3년 전
207,  미니언,오늘이 6일차입니다. 승모근이 너무 떙기는데 잘못하고있는건가요 ㅠㅠ,2년 전
208,  집닭,이거 스트레칭만 꾸준히 해줘도 거의 2주정도면 누웠을때 어깨 다 붙기 시작함. 본인이 이제 2주 좀 넘었는데 어깨 상당히 많이 펴짐,3년 전
209,  ㅇㅇ,오늘 9월5일부터 시작하겠습니다. 열심히 해보고 제가 후기의 처음을 만들도록 하겠습니다,2년 전
210,  Bayesian Lee,나 좀 라운딩 숄더 있는데 매일 실시할게 매주 여기다 주별로 결과를 올리도록 하지 댓글로. 궁금한사람은 라이크 좋아요 눌러놔유~,4년 전
211,  강강,이거하면 거북목 라운드 숄더 허리 유연성 셋다 좋아져요?,2년 전
212,  T E,이거 따라하면 진짜 어딘가 모르게 시원한 느낌인데 서서 안하고 의자에 앉아서 함 귀ㅋ 찮 ㅋ,3년 전
213,  김준형,관절가동술?? 이거 너무 아파요... 그 쇄골쪽이 부러질듯한 기분 드는데 정상인가요..?,2년 전
214,  알빠노,이거 참 하고싶어도 애매해...실천해보겠습니다 빡빡이아저씨 ㅣ,3년 전
215,  최상원,처음에 마스크 인줄 몰라서 ㅈㄴ 무서웟어요,3년 전
216,  Choi,좋았어!,4년 전
217,  CRAZY CAT,"""힘들어서 포기 하는 사람들 있는데, 그것 조차 버틸 줄 도 모르면서허리 필 수 있을 거라는 생각은 접어야 한다.""",2년 전
218,  김양미,궁금한게 있는데 4세트면 한세트하고 좀 쉬고 시작하면 돼나요?,3년 전
219,  세계지도,이렇게 뜰 줄은 몰랐겠지,3년 전
220,  술술안주,요즘 대세... 좋은정보를 주는 채널운영입니다. 보람있으실것같습니다.,3년 전
221,  소소한콩콩이,이아저씨 생각보다 구독자가 많네,2년 전
222,  JAYOUNG WOO,신경스트레칭이 아예안돼요ㅠㅠ 팔을 뒤집기만해도 손끝까지 찌릿해요ㅠㅠ,4년 전
223,  지렁이,라운드숄더 교정 안됨 사진찍는 사람 자세에 따라 다르게 찍힐 뿐라운드 숄더로 인해 생기는 증상들의 완화를 목표로 해야..,2년 전
224,  애깅,자 끝까지 내려줘 끝까지~~ W 조아써,3년 전
225,  Bella Gil,지금은 눈으로 외우자 하고있지,2년 전
226,  Glory H,빡빡이 아저씨는 어깨가 많이 쳐졌는데 W운동을 강조하시네요.어까 더 쳐지게 만드는 동작인데요ㅎㅎ,3년 전
227,  마법사헤어카락,최고다,2년 전
228,  Wlals1122,두번째 동작할때 손이 너무 저린데 왜그런걸까요..?,3년 전
229,  Zyd Zyd,우와 이거 2주정도 했더니 누웠을때 어깨가 다 침대에 닿네요 !! 남들도 당연히 누우면 다 어깨 떠 있는줄 알았는데 아니었구나..,3년 전
230,  우그,진짜 이거 효과 개좋음 거북목이었고 어깨선도 없었는데 쇄골미인됨 숨어있던 쇄골찾음,3년 전
231,  직설,이거 가슴스트레칭할때 저만 허리가 아픈가요..?,3년 전
232,  김윤재,2번째 상지근막과 신경 스트레칭하는데 오른쪽 팔을 뻗고 손바닥이 하늘을 보게끔하고 내려주는데 그것만해도 손끝부터 팔목까지 쭈욱 댕기고 저려요.. 손가락을 쭉 펴고 내리면 그러는데 뭐가 문제인가요?,3년 전
233,  정동진,나중에 빡빡이 아저씨한테 돈드리고 원하는 몸매 만들때까지 납치감금 당했으면 좋겠다,3년 전
234,  하윤,6:20 허리 벽에 붙히는 게 진짜 어렵네요..내 몸이 너무 휜건가,3년 전
235,  루루우,"어제 제가 익상견갑이라는걸 알았어요... 어쩐지 아무리해도 중부 승모가 느껴지질 않았어... 라운드숄더도 맞긴한데 이 루틴실행하면 도움이 될까요,,?",4년 전
236,  국영,이게 근육의 문젠가요 뼈의 문젠가요?? 12주 반복하면 완전히 치료 가능한가요???,4년 전
237,  판사,왜 패트와 매트가 여기있냐,2년 전
238,  신동현,라운드 숄더를 가진 사람이 자세 교정 스트레칭을 안하고 근력운동만 하면 어떻게 되나요?라운드 숄더가 더 악화되나요 아니면 완화되나요 아니면 운동의 효과가 약한가요??,2년 전
239,  앙,여러분 저 어깨길이가 다른데 왜이러죠그 어깨랑 목 사이에 양쪽 길이가 달라요ㅠㅠ 아시는 분 제발 가르처 주세요,1년 전
240,  망고랑곰총각,정말 좋아 이거,4년 전
241,  Elena Ejja,Tbh I don’t understand Hangul but I’ll follow these steps since I have the same problem.Thank you ^^,4년 전
242,  요를레이,아닠ㅋㅋ모서리에 붙어있는거 매미같앜ㅋㅋㅋㅋㅋㅋㅜㅠㅠ웃긴데 유익해ㅠㅠ,2년 전
243,  v.,와 이때 가면은 ㅅㅂ 왜 꿈에나올것처럼 무섭게 생겼냐 ㅋㅋㅋㅋㅋㅋㅋ 지금이 낫다..,3년 전
244,  강바위,예전에 헬스할때 라운드숄더 교정자세 스탠딩w자세 허리 어깨 팔꿈치 붙이고 하라고 알려줬는데 하다보니 어깨가 결리고 그뒤로 좀 결리는 느낌인데 (약3년전부터 지금까지)영상 보고 다시하니까 어깨가 아프던데 왜 아플까요...? 근육보단 관절이 아픈느낌인데,3년 전
245,  민초,가면은 어디서 사면되죠?,2년 전
246,  몽환민니,0:44 순간 달걀인줄ㅋㄲ,3년 전
247,  이빵빵,빡빡이형 이거 아침 저녁으로 하루에 두번 해도 무리 안가지요?,3년 전
248,  000 mk,스탠딩 W운동할때 허리가 벽에 안 붙여지고 허리가 벽에 붙으려면 어깨가 굽어지는데 어떻게하나요?,2년 전
249,  김,라운드숄더 12주 루틴,2년 전
250,  김질럿,스트레칭이니까 하루에 몇번씩 해도 상관없는거죠?,4년 전
251,  J,제가 오른쪽만 라운드숄더인데 이스트레칭들 따라할때 진짜 오른쪽만앞ㆍ요,3년 전
252,  햇달비러브,목디스크와 허리디스크가 동시에 있는 환자가 해주면 좋은 스트레칭 좀 알려주세요 제발 ㅠㅠㅠㅠㅠㅠㅠ,4년 전
253,  김원종,렛풀다운 땡기러 갑니다~~,3년 전
254,  바드가이,힘쌔고 운동 잘하고 그런 계란형으로 남길,2년 전
255,  돌려라마늘빵,레깅스 중독 되기전 계란,2년 전
256,  통속,말하는거 앵나웃기네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ잘보고간다,4년 전
257,  부계정,이 형 말할때 입술 움직이는거 로봇같아...(수염이 없어서 그런가....),3년 전
258,  min k,직업이 의사신가요?!머리는 가발하신건간요?!좋았어..좋았어... 네 좋았어요,3년 전
259,  In J,진짜 궁금한게 있는데.. 2번째 스트레칭(상지근막과 스트레칭) 에서 왼쪽만 풀어주면 된는건가요? 오른쪽은 안풀어도 되는건가요...?,3년 전
260,  문수정,그냥 3대운동 열심히하고 와이드풀업이랑 리버스 풀업계속하면됨 어깨운동이랑 투자하시길 스트레칭도 좋치만...,3년 전
261,  쯧쯧쯧,머대리형 뭐가 그렇게 좋아 ㅋㅋㅋㅋ,3년 전
262,  헐룰루,2019년도 거북목 타파 도전!,3년 전
263,  i onigir,의사가 알려준건데발어깨 너비 만큼 벌리고 허리가슴 둘다피고 고개하늘보고 손뒤로 깍지끼고 이때 손바닥은 바닥을향하게 그리고 뒤로 손을 올려서 90도가 되면 교정다된거,2년 전
264,  Juchan yang,가슴펴주기 20초근막늘리기 20초 3세트씩관절가동술 5초 4세트흉추 스트레칭 20초 3세트W 운동 10개 4세트스탠딩 W 운동 10개 4세트,4년 전
265,  미스터봉씨,"어느 순간부터 유튜브에 뜨길래 호기심에 보면서 유익한게 많아 구독하게 됐어요 ㅎ 이 영상보고 상지근막과 신경 운동 시에 오른쪽 손목을 내리고 어깨를 내리면 팔 손끝부터 팔 전체가 엄청 찌릿하면서 통증이 있는데 이건 왜 그런건가요? 보통 운동 시나 평상시에도 오른쪽 어깨,목 부분이 통증이 있긴한데 신경이 눌려서 그런건가요? 현재 저는 이 운동을 계속 해도 되는 건지 궁금합니다...",4년 전
266,  구구구두구구구,ㅋㅋㅋ말투 개읏겨,4년 전
267,  if,마지막꺼 스탠딩 하는데 왼쪽어깨뼈에서 내릴때마다 뚝 소리나는데 하지말아야하나요?,3년 전
268,  밍구,슨생님 집에 저런 의자가 없어서 못하게써여 어디다 대고 하면 좋을까여.....,2년 전(수정됨)
269,  으엉엉,2020 7/26 12주 시작,2년 전
270,  엠둥이,"""Thanks Egg''",2년 전
271,  링스,궁금한데..운동하면 목소리도 좋아지나요?,3년 전
272,  오세영,당신은 진정한 코주부...,3년 전
273,  사람,스탠딩w 할때 허리를 벽에 붙이라는데 허리를 붙이면 어깨가 앞으로 구부러지고 어깨를 피면 허리가 안붙여지는데 어캐하나요..ㅠㅠ,2년 전
274,  재제우,아 너무감사해요구독신청하고 갑니다재미있게 잘봤어요,3년 전
275,  은경여,승모근이 올라가진 않나요?...,2년 전
276,  꺅다람이,방에 짐이 많아서 모서리가 없어요 ㅠㅠ,3년 전
277,  jikn rt,팔굽혀펴기 하다가 한동안 움츠러든 자세가 반듯하게 펴진적이 있는데 팔굽혀펴기 손위치를 어떻게 했을때 그런 효과가 났었는지는 모르겠습니다 여러가지를 해서혹시 아시는분?,3년 전
278,  작화병,갑자기 알고리즘떠서 들어왔는데이때는 왜이렇게 머리가 컸어 계란형  ,1년 전
279,  김병균,대단하네,2년 전
280,  그냥,썸네일 너무 내몸같아서 들어왔는데 말씀하시는중간에 나오는 좋았어 와우 이런 감탄사 너무 찰져요...,3년 전
281,  네모,패트와 매트에 뵌거같은뎅,2년 전
282,  Daseul kang,좋았엌ㅋㅋㅋㅋㅋㅋ,3년 전
283,"  퍼포머, 파이어족을 향한 여정",의자에 기대어 진행하는 더블유 운동 시 손을 내릴 때 어깨 앞쪽에 통증(충동)이 있으면 더블유 운동은 안하는게 좋을까요??,4년 전
284,  jijijiji ji,"상지근막과 신경 스트레칭, 관절가동술을 실시할때 손과 손목이 저려서 아픈데 뭐가 문제일까요? ㅠㅠ",1년 전
285,  오태균,2:54 관절 가동술 할때 어깨랑 옆가슴이 자극이 가는데 맞는건가요 ?,2년 전
286,  고스키,와 마사지 받는 것처럼 시원해요!,3년 전
287,  곰곰곰,어깨 변형인사람도 어깨 필수있나요?,1년 전
288,  크롱크롱,저거..가면이죠?! 빡빡ㅇ이인척 그만해욧!!!! 흥,3년 전(수정됨)
289,  oroI,이런 운동 영상 보면서 느끼는 게 모서리는 고사하고 마땅한 벽도 없네요...ㅠㅠ 옷방은 필요없고 운동방이라도 만들어야겠네요.,2년 전
290,  TYGA처럼 살고싶다,2분 52초에 시작하는 관절 가동술부분 궁금한점이 있어요어깨를 쥐어짠 상태를 유지하면서 내려주는건지 . 쥐어짜고 풀어주면서 내려주는건지 ^^,2년 전
291,  yeram seo,2/52/6,2년 전(수정됨)
292,  wodhks90,유익한 정보 재미있게 전당해 주셔서 감사합니다. 계란같이 생기셨어요 :ㅇ,4년 전
293,  ‍강덕우(학부생-신소재공학전공),벽에기대서 w 하면 승모근 겁나 뭉치는데 왜이런건가요  ㅡ ㅜ ㅠ,3년 전
294,  Like it,0:45 진짜 달걀 인 줄 알고 뭐지..?하다가 10초 지난 후 깨달음.,2년 전(수정됨)
295,  yule,오늘도....좋앗어..!!,3년 전
296,  한여름,빡빡이 샘️요 영상 보면서 매일 운동중인데 스텐딩 떠블류 할때 왼쪽 어깨에서 뚝뚝 소리나면서 아픈데 계속하면 나아질까요??!정말 빡빡이 샘 영상 봐도봐도 넘나 좋아요 목소리까지 다가지시고... 복 많이 받으세요,4년 전(수정됨)
297,  황제펭귄,이거 보실지모르겠지만ㅜㅠ 라운드숄더랑 거북목이 심해서 이거 3일 따라했다가 어깨가 담이온것처럼 아파서 하늘도못보고 물마시기도힘들어요ㅠㅠㅠ왜그런거죠?거북목 스트레칭도 병행해야하나요?아니면 제가 옆으로누워서 새우잠을 자는데 그거때문인건가요?,3년 전
298,  100억벌사람,1:36 1년전 : 하! 후우~ 좋았어~! 예에~2020년 현재 : 하이엇!짜! 후하!예!(자신감뿜뿜)야 20초 아직 안됐냐? 하,2년 전
299,  이재율,운동치료 루틴 좋다이거,2년 전
300,  김민규,줘아써 왜 계속 하는건데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4년 전
301,  정민,와... 이때랑 지금이랑은 화질이 엄청 차이나네요 ㅋㅋㅋ,2년 전
302,  ciriciri x,"궁금한게 있는데요, 스탠딩W동작 때 허리 벽에 밀착하고 있을 때 하체는 어떻게 하고 있나요? 영상보면 하체는 벽에 안붙고 한발짝정도 앞에 있고 뒤로 기대서 벽에 등만 기대있는 것 같아 보이는데 맞나요?",3년 전
303,  PLAY,금연강사가 흡연자;,2년 전
304,  Errorcode sd,역시 월드클라스 갓갓이 형님,3년 전
305,  forg,좋았어.,3년 전
306,  phalae nopsis,근데 이거 봐도 귀찮아서 안함,4년 전
307,  deul Lee,말투 처음엔 거슬렸는데 굉장히 빠르게 적응된다ㅋㅋㅋ 끝날쯤엔 묘한 중독성;;;,4년 전
308,  장군대갈,말투가 치명적이라 구독 박고 갑니다 ㅋㅋㅋㅋㅋㅋㅋ,3년 전
309,  SeHyun K,3/10 ️,2년 전(수정됨)
310,  Steve Fox,목 (대추뼈) 가 튀어나오는 증상에 대한 교정루틴도 알려주세요~~ ; _ ;  아마 전체적인 측만과 거북목? 혹은 어깨굽음으로 인해 함께오는 증상같은데 좀처럼 어디에도 설명되어있는곳이 없네요~,3년 전
311,  배아람,"위 동영상 스트레칭들이랑 폼롤러이용해서 첨으로 해봤는데, 팔이 더 저리네요...괜찮은건가요. ㅠㅠ 저려서 잠도안와요 ㅠㅠㅠㅠ너무 무리한간가",2년 전
312,  유민서,저 w운동하는데 허리가 안닿아요ㅠㅠ허리붙이면 팔이 뜨고 허리를떼야지 팔이붙어서 올라가요 어떡하죠  조금 뜨는것도아니고 엄청많이떠요,3년 전(수정됨)
313,  어셈블,흉추 스트레칭은 어디에 자극이 와야하나요?그냥하면 자극이  전혀안오고 팔꿈치를 좀 위로하면 어깨바깥쪽이 땡기네요,3년 전
314,  kim JiA,영어 작막 넣으시고 제목에도 영어 넣어서   구독자 많이 생성되시길 ♡,2년 전
315,  김강희,이때까지udt는 멀랐다,2년 전
316,  룰루랄라,이거 혹시 폼롤러위에 누워서 W로 당겨도 되나요?,2년 전
317,  존버는승리할까?,He is cheeseball,3년 전
318,  프로댓글러,0:17 순간적으로 나야나를 외쳤다...,2년 전
319,  탬탬 TAEMTAEM,좋았어.. 중독된다..,3년 전
320,  않잌,고마워요 빡빡이아저씨!,3년 전
321,  문성호,이형 보면 볼수록 얼굴/머리에 통짜바리 가면? 같은거 쓰고 있는거 같음.. 입 움직이는 것도 그렇고..뒤통수에 모자이크를 넣은 이유도 저 가면?같은게 부자연스럽게 말려올라가서 그런게 아닐까..,3년 전(수정됨)
322,  Cream,흉추 그거 포즈는 약간 우스꽝스러운데ㅋㅋㅋ 정말 시원하네요... 해보려고 벽에 섰다가제방 창문은 건너편 빌라랑 가까워다보이는데 뭔가 우스꽝스럽고 민망한자세라서 창문을 닫고 시도했는데정말좋아요.. 너무 과도하게 하면목쪽이 찌릿찌릿 하니 과도하겐하지마세요.. 만약 시원하고 익숙해졌다면팔꿈치 위치를 한단계씩밑으로 내려서 해보시면팔꿈치 위치에 따라 시원한 강도가 다르고 시원해지는 부위또한 약간씩달라져 고루고루 시원합니다.더 시원하게 하려면 상체와 팔꿈치에힘을실어 꾹 꾹 눌러주면서 뒤로 젖혀주시면더 시원함.직접 따라해보고 뭔가 더 시원함을갈급해하다 알아낸 방법임 ㅋㅋ근데 제가 알아낸 방법이 우리인체에좋은건지 나쁜건지는 모르겠어요 ㅋ단지 그냥 조금더 시원할뿐..걱정되는분들은 따라하지마세요 ^^,4년 전(수정됨)
323,  AH,0:41 초 계란 두개인줄..,3년 전
324,  서예준,스탠딩 w 할때 허리 중간부분 계속 뜨는데 어떡하죠?,3년 전
325,  m n • 20년전,세상에서 제일 유익한 아몬드,3년 전
326,  MS K,상지근막스트레칭할때 팔전체가 찌릿한데 이게맞나요?,2년 전
327,  lh,좋았어,2년 전
328,  제이리치 | JRICH,아 시원해,2년 전
329,  펴언지입자아,빡빡이 아저씨 마스크나 수염 없으니까 겁나 어색해...,2년 전
330,  랄랄라,이분이 김계란씨라는것을 저는 나중에서야 깨달았습니다...,3년 전
331,  성이름,빡빠기 아자씨 1분이면 1분 30초 연결되서 따라하게 만들어주세요 젭알ㅜㅜ,4년 전
332,  Jongwon Kim,좋았어 들으니까 팬이 될것만 같아요ㅋㅋ,3년 전
333,  눈사람,좋았어,2년 전
334,  윤기찬,제가 키가166인대요 저번에 해외훈련갔다오면서 어깨에매는 가방을무겁게하고 다녀오고나서부터 아무도 166으로안보고 더작게보는 현상이 일어났는대 어떻게 고쳐야되나요??,4년 전
335,  Jacky,,1개월 전
336,  호호할머니,말투 화성인 나래이션 하시는 남자분같아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2년 전
337,  꿀밤,세트마다 휴식시간을 얼마나 주세요?,3년 전
338,  춤추는5냥집사,안녕하세요.팔에 염증이 생겨 엄청난 고통때문에 입원중입니다.혹시 팔에 염증이 생겼을때  할수있는 운동법 좀 알려주세요.많은 정보에 구독 누르고 갑니다.,3년 전
339,  박중간,스탠딩 w할때 허리가 자꾸 뜬다... 어깨좀 펴지면 안뜨려나,2년 전
340,  Yuran Choi,빡빡님 좋은영상 감사합니다^^ 그런데 질문이 있어요... 제가 이 루틴 따라한지 5일째인데 어깨가 너무 아파요. 이거 정상적인 현상인가요? 참고 계속하면 되는걸까요??,4년 전
341,  소소한일상,댄은 왜 20초 안 셌나요?,2년 전
342,  크게될놈,솔직히 빡빡이 아니시죠?목 주변이 어색해요,3년 전
343,  매애애애애애,빡빡이횽 ㅠ  흉추 스트레칭을 폼롤러 스트레칭으로 대체해도 되나요? (머리 뒤 깍지끼고 폼롤러를 흉추쪽에 대고 위아래로 굴리는 것)제가 스웨이백 라우드숄더 거북목 다 있어서 할 루틴이 너무 많아요ㅋㅋ 몇 개는 합쳐보거나 간단화하려구요...,4년 전
344,  김성민,아...스탠딩w 할때 뒷목 너무 땡긴다 ㅠㅠㅠ,2년 전
345,  S pecialized,목 뒤에 살 접힌거 모자이킄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2년 전
346,  je 1,오늘 첫날 해봤는데 진짜좋아요시원하고 자세도 딱 눈에 보이게 달라진 것 같고 기분탓인가?어쨌든 오늘부터 3개월 후기 남기겠습니다. 이래야 저도 꾸준히 할 것 같아서요.,3년 전(수정됨)
347,  김주녕,계란형 리즈시절,2년 전
348,  Bucky barnes,너무 좋은 영상이고 진짜 효과만점인데 자꾸 딴 영상 보면서 까먹네....죄송하지만 구걸이라고 생각하시는 분들은 욕해주셔도 좋으니까 답글에 아무렇게나 적어서 알림 울려 주세요!!,2년 전
349,  Kwonkyu Park,채널 처음보는데 안경이 왜이렇게 올라가있는거같죠 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2년 전
350,  이환,"혹시 제가 말린 어깨, 어깨 불균형, 굽은등,거북목 이 4가지 증상이 있는데 이 스트레칭외에 추가할게 뭐뭐 있나요 ?",2년 전
351,  Jessica KIM,가면인거같지 왜 신기하다,2년 전
352,  김기범,마지막 운동 때마다  뚜둑 뚜둑  얼마나 어깨가 개판이면  등 어깨관절이  연주를 하네,1년 전
353,  비니,스탠딩 w운동 팔이 안올라가서 못하게썽요ㅠㅠ,2년 전
354,  로렌츠,이거 하다가 어깨 나가서 병원갔더니 증상 봤을 때 혼자서 절대로 다칠 수 없는 부위라고 치료 안해줌..ㅋㅋ싸운 거 아니냐고 물어보고 아니라 했는데도 치료 안된다 함.. 두 군데나 갔었는데 둘 다 같은말 함.,2년 전
355,  꿈꾸는트럭커DreamTrucker,영상 잘보고 있습니다.. 전  트럭 기사 입니다.. 차안에서 하루에 10시간이상 있다보니 ... 회사 생활 할때 75KG 이던 체중이 이제  90KG가 넘어 갑니다...우리 나라에 20만 화물 운전자들이 차안에서 할 수 있는 운동 영상도 제작 해주시면 좋을것 같습니다... 감사합니다..,2년 전
356,  현시,오늘부터 스트레칭 시작 매일매일 댓글록 기록남김본인은 오른손 잡이인데 왼쪽어깨 보다 오른쪽 어깨가 더 말려있음 그리고 대부분이 그렇듯 거북목까지 덤으로 같이.. 운동을 해도 체형이 교정이 안되어 있어서 자극이 제대로 오지 않는 것 같아체형교정과 건강한몸을 만들기 위해 스트레칭 시작!,4년 전
357,  Sad Rain,좋았어!,2년 전
358,  다매다매이주헌,랫플 다운이 라운드 숄더를 해결하기 위해 좋나요?,1년 전
359,  앙뇽,도전! 2019.12.30,2년 전
360,  뺘셰,2:57 이거하다가 어깨에 담걸림,2년 전(수정됨)
361,  트라이튜브tritube,"철인 운동을 즐기는 동호인 입니다.오랜시간 한동작으로 자전거를 탈때 목, 그리고나서 달리기를 할때 등근육이뭉쳤는데 영상잘보고 틈틈히 보강운동식으로 시행하고 있습니다.많은 도움 감사합니다,피지컬 갤응원합니다좋아요 구독 꾹꾹 합니다 화이팅!!",4년 전
362,  met,라운드 숄더 교정이랑 거북목 교정이랑 이어지는 운동인가요?,2년 전
363,  forwindy4,좋았어!,2년 전
364,  U Ni Jin,저 질문 있는데 상지근막과 신경 스트레칭 은 반대쪽으로는 왜 안하고 오른쪽으로만 스트레칭 하는지 궁금해요!!,3년 전
365,  늘구,반대로 저는 등이 들어가 있는데 빼내는 교정법은 없을까요..? 저는  s로 휜 척추인데 고민입니다.,2년 전
366,  되고파너의누나,재생목록 추가한다는게 실수로 재생목록 신고해버렸어요 ㅠㅠㅠㅠ 죄송해요 ㅠㅠㅠㅠ,3년 전
367,  Evenoa Arenim,두가지 특성이 너무 ㅁ명확하게 나타나네요 ㅋㅋㅋㅋㅋㅋㅋ 으잌ㅋ,3년 전
368,  JEN,흉추 너무 시원해요!!!,4년 전
369,  Sisi Jo,난왜 두번째 자세하니까 팔부터 손끝까지가 저리지;,2년 전
370,  sssss,형 너무 귀여워,2년 전
371,  행운,수염한이유가 입때문에 티나서 그렇구나,2년 전
372,  선비,여기 댓글 왜 중요한 후기는 없고 다 드립들 뿐이냐,10개월 전
373,  뽀롱이텅텅이와,이운동해주면 익상견곱도 교정하고잡을수있슬까요? 김계란님꺼 익상견갑  관련영상보면 마사지 영상만있던대ㅜㅜ익상견갑때문에 풀업이나 푸쉬업등 자극이 너무안와요,1년 전(수정됨)
374,  Ho Kim,4:44 초에 정마 좋아 ㅋㅋㅋㅋ 킬링파트 인가요 별거아닌데 자막오류에 빵터졌네요,4년 전
375,  Code Zero,머대리에 선글라스 붙여놓을 생각은 어떻게 하는거지,2년 전
376,  Therose,"초면이지만선생님 본 것 같아요.패트세요, 매트세요 ?저는 패트와 매트 꿈이 성우인줄은 몰랐어요.우리나라 사람인줄은 더더욱이 몰랐구요.허구인물인줄 알았는데 아니네요.오랜만에 보니 반가워요 :)",2년 전
377,  ggull,모서리없으면 평면벽도 되나여ㅜ,2년 전
378,  별,승모근 없애는것두 알려주세여,4년 전
379,  김창훈,이제는 수염없는 빡빡이형은 빡빡이형이 아니야,2년 전
380,  어쩌라고머어때용,상지근막과 신경 스트레칭은 반대방향도 똑같이 20초씩 3세트 하는거 맞죠 ??,4년 전
381,  노래연습계정1,수염없는거 처음봐...ㅋㅋㅋㅋㅋㅋ,3년 전
382,  smile and be happy,오 패트와 매트.jpg아주유익하군 구독각,4년 전
383,  Jay Kim,남궁연이 언제부터 유디티였냐,2년 전
384,  병맛정보병정이,패트와 매트인가요?,3년 전
385,  saeed sad,ㅋㅋㅋㅋㅋㅋㅋ 스트레칭 할때마다 나도 같이 더블유! 한세트 끝나면 좋았어! 라고 말하게 됨,4년 전
386,  Friedrich Bahk,정말 이란 말투. 저~엉~말~~반할 거 같아. 잘 보고 가요. 확실히 상체가 엄청 굳어있어서 생겼던 문제였나봐요.,4년 전
387,  그래,시작 1:00,2년 전
388,  동네아재,"진짜 앵간한 체형문제나 지방, 여유증, 뱃살 등등 모든 외형에 관한 관한 문제는 헬스장가서 빡시게 일년만 굴러도 대부분 사라지게 되지... 그시간을 못내고 힘들어서 문제 ㅎㅎ",2년 전(수정됨)
389,  Juyeon Kim,여자도 할수잇는거지요?,2년 전
390,  조셉,수염 없으니까 다른사람같네ㅋㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅋㅎㅋㅎ,2년 전
391,  샬바토레,그냥 웨이트 정확한 자세로 열심히 하고 운동한 부위 스트레칭만 잘해도 좋아질거 같은데?? 나도 심히 휘었지만 헬스 하면 할수록 좋아짐.. 처음엔 벤치 하면서 누웠는데 어께가 위로 올라오니 트레이너가 아주 위에서 막 누르고 난리도 아니였는데 이젠 자연스레 자세가 나오고 평상시에도 아주 좋아졌음 물론 아직 까지 쇼파에 오래 앉아 있고 그래서인지 완치는 아니지만 그래도 계속 좋아지고 있음 헬스 열심히들 하셈,3년 전
392,  고라니,"빡빡이 선생님  관절가동술운동에서 어깨올리고 비트는동작에서 크게 안비틀고 살짝만 비틀어줘도 오른쪽 어깨가 아픈데 왜일까요..또,마지막 스탠딩w운동에서 허리만 벽에 붙으면 될까요?하체는 한발정도 앞으로 와있어도 되나요?",4년 전
393,  hoonmin,"6:33   ""he is standing egg""",2년 전(수정됨)
394,  개미는뚠뚠,상지근막과 신경 스트레칭 반대쪽도 하는건가여??,3년 전
395,  피시방모니터도둑,이거 하면 등 교정도 되는건가요??,2년 전
396,  --,0:04 안녕 친구들 빡.빡.이. 아저씨야 ㅋㅋㅋ,2년 전(수정됨)
397,  팬텀,형형 구독 100만 축하행,3년 전
398,  메추리고기,좋아쓰 쯔아..,2년 전
399,  노래를 좋아하는 이유,빡빡이아저씨 라운드숄더는 거북목이랑 같이 오나요?,2년 전
400,  구미호,와 마지막 미쳤다,3년 전
401,  Tang Gu,아니뭐가좋앜ㅋㅋㅋㅋㅋ,3년 전
402,  강해지,댄님 옹알이 귀엽ㅋㅋㅋ오늘도 쯔아아ㅏㅇ씌원,4년 전
