,아이디,댓글 내용,댓글 시간
205,  MONGGUS,씽크로율 가면 때문에 멋있는 목소리가 조~~~~금 다르게 들리지만좋은 것을 나누고 싶은 빡빡이 아저씨의 열정에 고마워합니다요.^0^,4년 전
206,  타락승기,와~ 진짜 너무 잼있어요 캬캬캬~,4년 전
207,  콩이,구독 누르고 갑니다,4년 전
208,  JW Bang,"ㅋㅋㅋㅋㅋ 이리 생기신분이라니 ㅠㅜ 영상때문에 머리민간 아니시죠? 목소리 너무좋아요, 사실 빡빡이 아저씨 영상더빙요약보고 팔로우시작했는데 정지된후로 원본분 팔로우했는데 이리해주시니 너무 감사하네요 :)",4년 전
209,  YH Hong,"같은 효과지만, 혼자 할수 있는건 없을까요?",3년 전
210,  mj K,혼자서 하는방법은 없을까요??,4년 전
211,  JH Seok,빡빡이 아조씨 도와줄 사람 없어서 혼자서 해야되는데 철봉에 매달리는건 비슷한 효과 안나오나요?,4년 전
212,  김영희,빡빠기 아저씨 영상 정말 잘보고 재밌게 따라하고 있어요퇴근하고 발목 뻐근할 때 할만한 스트레칭도 알려주세용~,4년 전
213,  kim taeho,근데 몸이 굉장히 좋네여..,4년 전
214,  쓰잘데기,댄 선글라스 터지겠닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4년 전
215,  소소한행복,인정~!!좋아요^^멋짐~!!,4년 전
216,  논리와비평,형 바로 구독박았어 너무유익해,4년 전
217,  bryan Benson,ㅋㅋㅋㅋㅋㅋ유익하고 재미까지,4년 전
218,  Shigumchi Dwaynejanggook,아조씨 선글라스 어디서 구했어요정말 매력적입니다,4년 전
219,  지원박,놀랍습니다....,4년 전
220,  쿄쿄,아 미친 더 설레ㅠㅠㅠㅠㅠㅠㅠㅠ 뭐야 이거ㅠㅠㅠㅠㅠ️️️️️️️,4년 전
221,  아리아,침대없는데...ㅠ어떻게해요?^^,3년 전
222,  Uzi,전 같이할 친구가 없는데 어떻게하나요...,3년 전(수정됨)
223,  찻집아저씨,빡빡이 아조씨 귀환! ㅋㅋㅋㅋ 대빡이네요! 탈모르파티!자주 업뎃 부탁드립니다! ㅎㅎㅎ,4년 전
224,  랄라브릴라,저걸 철봉에다 매달리기 하는걸로 체인지하면 편함,3년 전
225,  김준범,와 여태까지 진짜 얼굴인줄알았는데 인면피구 쓰고있엇네 ㄷㄷ....,4년 전
226,  뭉성이,처음 보는데 ㄹㅇ 개재미있네요 ㅋㅋㅋㅋㅋ 따봉박고 감니다,4년 전
227,  sh han,와 혜자 채널이다,4년 전
228,  콜나고,이 분 할로우맨인가요??,3년 전
229,  차준우,아 ㄷㄷ 앞에 인형인줄 알았는데 움직여서 개놀랬다..,4년 전
230,  유용은,모자쓰면 딱 패트와매트 ㅋㅋㅋㅋ,4년 전
231,  박건우,땡겨줄 사람이 없어요.....ㅜㅜㅜㅜ,3년 전
232,  냉면열무,두 분다 단백질인형같아요 ㅋㅋㅋㅋㅋ 이세상느낌아닌느낌ㅋㅋㅋㅋㅋㅋ,4년 전(수정됨)
233,  압도적인 힘으로,가면쓴건가 먼가 근데 자연스러운 ㅋㅋ,4년 전
234,  존슨씨,빡빡이 아재 고마워요 구독자 100만 가즈아~,4년 전
235,  고구마피자,목소리 정말~ 좋아! 정말~ 좋아!!,4년 전
236,  J J,목소리 발성이 엄청 좋으시네요 몸이 건강하셔서인가요...?,4년 전
237,  캬토오리갈,혼자서 할수있는것도 알려줘요,3년 전
238,  국대직장인심승호,좋은 영상 감사합니다,4년 전
239,  삼색이매우예쁨,ㅋㅋㅋㅋㅋㅋㅋ진짜 씬박하다,4년 전
240,  상hi,아니 목소리는 너무 익숙한데 사람인지 마네킹인지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 직업이 물리치료사이신거에요?,4년 전
241,  개굴개굴,ㅎㅎ이번편은 전도가 목적이신가요ㅎㅎ,3년 전
242,  5세달,마지막 요호호 중독성있어요,3년 전
243,  C WJ,첨에 앉아있는사람 마네킹인줄 갑자기 움직여ㅋㅋㅋㅋ,4년 전
244,  햇살 가득한,교회간다에 빵터짐 ㅋㅋㅋ,4년 전
245,  _ Owl,뭐야 인싸 스트레칭이잖아?ㅠ,4년 전
246,  Junghyun Oh,두남자가 허리벨트를 잡고 신음소리.avi,4년 전
247,  Jin Lee,감사합니다 잘 써먹어 볼께요..그런데...진퉁 빡빡인가요? 패션 빡빡인가요?,4년 전
248,  ᄋᄋᄋᄋ,예전에 그스탈이네 ㅋㅋㅋㅋㅋ 싸움잘하는법 대머리독수리ㅋㅋㅋㅋㅋㅋ,4년 전
249,  김Js,혼자서는 못하는거군여...ㅜ혼자서도 할수있는방법은 없을까영?,4년 전
250,  Chiroro,짧고굵고좋은정보,3년 전
251,  CH.부동산 매물장,와 이거 분장 어떠케 하신거에옄ㅋㅋㅋㅋ,4년 전
252,  김김김,말투 ㅈㄴ 더빙 성우같네 ㅋㅋㅋㅋㅋㅋ,4년 전
253,  Pan Drying,패트와 매트가 생각난다 ㄷㄷ,4년 전
254,  박반꿀박병관,이 채널 정말좋아 이거 정말좋아 정말!,4년 전
255,  윤유경,이거 진짜 효과 좋아요,3년 전
256,  bd5032,뭐야 대머리선글라스가면쓴줄알았는데. 진짜대머리선글라스였구나,4년 전
257,  Ccc,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ못퍼오는 문제의 해결책을 찾으셨네,4년 전
258,  말랑말랑두부,그렇지 댄?? 으어어~~~ ㅋㅋㅋ,4년 전
259,  농팔씨름꾼,자막 보면서 시원하네요! 감사합니다.,3년 전
260,  강민수,진짜 최고입니다,4년 전
261,  피스커,움직일때마다 뼈소리나는줄 알았자너..,4년 전
262,  빠가사리,"받는사람은 풀리고,시전자는 등이굽는거 같은 ㅋㅋ",4년 전
263,  Ken4JCML,"감사합니다, 절이아니심..ㅎㅎㅎ",4년 전
264,  율지서,ㅋㅋㅋㅋㅋㅋ 이젠 둘이야,4년 전
265,  J.A KIM,그냥 철봉에 매달리면 되겠거니와 했는데 좌우로 무빙해주는거 좋네요...,4년 전
266,  인호,아 지금까지 진짜 머머리인줄 알았는데 패션 머머리였네,3년 전
267,  eden kim,ㅋㅋㅋㅋㅋ재밌으시네요,4년 전
268,  라슈,처음보는데 되게 재밌네여 ㅋㅋㅋㅋㅋㅋ,4년 전
269,  비버,빡빡이 아조씨 전 아싸라 혼자서도 할 수 있는 버전은 없나여??ㅠ,4년 전
270,  yonny j,빡빡이 아저씨 거북목이에요 ㅜㅠ,4년 전
271,  Leefresh Paul,아... 이렇게 유쾌한 종교드립은 첨인듯.... ㅎㅎㅎㅎㅎㅎ,3년 전
272,  잉혜윤,와 안경 ㄹㅇ 원래 눈이라고 믿을 정도로 찰떡콩떡시루떡오메기떡꿀떡,4년 전
273,  ky s,컨셉 너무 좋네,4년 전
274,  SUWN,아니 컨셉 진짜.. 사랑스럽닼ㅋㅋㅋㅋ,4년 전
275,  J,좋았어ㅋㅋㅋㅋㅋ,4년 전
276,  JH,원조 빡빡이 아저씨가 영상 쓰지 말래서 직접 찍은겁니까? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4년 전
277,  Luna Moon,ㅋㅋㅋㅋㅋㅋ뭐지 이 신선한 컨텐츠는ㅋㅋㅋㅋㅋㅋㅋ,4년 전
278,  Yooncheol Shin,좋아요를 누를수밖에 없는 비쥬얼이네요 개 간지쟁이들,4년 전
279,  계원,저렇게 하니까 밑으로 떨어지려고 하는데요?ㅠㅠ,4년 전
280,  J J,아 진짜 웃으면 안되는거 아는데 박명수 모피어스 같이 있는거 같아서 웃음을 못참으면서 봤네요. 왠지 빨간알약 선택하셔야할거 같아요,4년 전
281,  드디어4드론,아........ㅈㄴ 좋아 ㅋㅋㅋㅋㅋㅋ,4년 전
282,  Dong Ho Lee,마스크 쓰신건줄 이제 알았네요ㅋㅋㅋ 어쩐지 입모양이 복화술 느낌이었는데ㅎㅎ,3년 전
283,  Lucia Allende,빡빡이 아저씨 피부관리 어떻게 하세요? 피부 너무좋아 ㄷ ㄷ,3년 전
284,  닮은살걀,뭐지? 싸움 개잘할것 같아..,4년 전
285,  수비니,거북목에 완전 굽은 어깨를 가져서 옆모습이 정말 최악인데요..사춘기 들어서면서부터 어깨를 구부정하게 하고 다녀서 완전히 굳어버렸는데 방법 없을까요?ㅜㅜ1월에 출산까지해서 손목건초염도 있고  골반도 교정 할 수 있는 방법은 없을까요? 도와주세요ㅜㅜ,4년 전
286,  jazzy jeff,누워 있는분은 스님이고 빡빡이 아저씨 교회오빠였다니...,4년 전
287,  유후랄라,이형님 주위에 다 반짝여ㅜ,4년 전
288,  양은봉,빡빡이 아저씨가 돌아왔다,4년 전
289,  km gil,"친구소개로 영상을 접했느데, 정말 유용할것같습니다.친구가 장난으로 빡타(빡빡화타)라고 부르더군요. 좋아요와 구독누르고 갑니다.",3년 전
290,  김ᄒ,저 진짜 발목 약하고 다친 적 있어서 좀만 걷거나 추우면 발목 아프고 통증이 무릎 허리까지 올라오는데 이거에 도움되는 발목 관련 영상 올려주세요ㅜㅜㅜㅜ제발요ㅜㅜㅜ,4년 전
291,  bbender,고마워요 머머리 아저씨!!,4년 전
292,  모뇨모뇨,발음 개좋ㅋㅋㅋㅋ,4년 전
293,  youngsu ko,너무 웃겨요 ㅋㅋㅋ,4년 전
294,  윤석준,뭔가 입모양이랑 소리가 안맞는 느낌ㅋㅋ,4년 전
295,  hwigone,증말~ 조아!,3년 전
296,  달이와 양집사 Moon and Yang,옆구리 완전 시원하네요.믿고 보는 빡빡이 아저씨,3년 전
297,  Mun,빡빡이에 거북목인데 참여가능할까요 실험대상으로 써주세요,4년 전
298,  이진서,사우나에서 아재들이 내는 소린덴ㅋㅋㅋㅋㅋㅋ 어허으어...,4년 전
299,  가객김차인,와 마네킹인줄 ㅎㄷㄷ,4년 전
300,  _우물개구리,무서워요,4년 전
301,  이방원,이 형 천재야 ㅋㅋ 가자! 유튜버!,4년 전(수정됨)
302,  발굴남,ㅋㅋㅋㅋㅋㅋ넘 재밌어,4년 전
303,  탐탐임,너무 시원해서 추움 (하하),4년 전
304,  Min K,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이걸 이렇게 빡빡이 아저씨가 나오네ㅋㅋㅋㅋㅋㅋ,4년 전
305,  아이작,너무시원해보여,4년 전
306,  그림속의그림,"바래가 아니라, 바라입니다.영상 재밌네요~^",4년 전
307,  C Ahn,와 광배근이 라운드숄더에 영향이 있는 건 처음알았네요. 단순히 가슴근육 때문인 줄 알았는데. 오늘도 배워 갑니다~,4년 전
308,  DY LEE,아조씨 궁금한게 있는데 빡빡이 가면을 쓰신거에요???? 아니면 진짜 머리를 두분이서 그렇게 미신거에요????????ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4년 전(수정됨)
309,  SO BS,가면 목부분 접히는거 보소 ㅋㅋㅋ,4년 전
310,  personaalan,와 익숙한 목소리 ㅎㅎ,4년 전
311,  김순겸,엄청 시원해보이네요 아 머리말고요 스트레칭이요,4년 전
312,  Teddy West,나 불굔데ㅋㅋㅋ,4년 전
313,  깊은후회,집에는 화면속에 보이는 침대? 저런게 없는데...침대는 너무 낮고 똑같은 효과를 볼수있는 다른 스트레칭은 없을까요?,3년 전
314,  A A,피지컬갤러리가 아니고 탈모갤ㄹ...누구야! 읍읍!!,4년 전
315,  yui yui,벨틐ㅋㅋㅋ멋으로 한 줄 알았는뎈ㅋㅋ,4년 전
316,  __솔연,2:15 머리가...머리가...빛나고 있어! 이것이 빡빡이들만 쓸 수 있다는 태양권인가?,4년 전
317,  502동애아빠,털나는 스트레칭은 없음?,4년 전
318,  고현경,아저씨 뭔가 뒤집어 쓴것같은데여 ???????,4년 전
319,  JJ K,빛빡형 영상 너무 유용하고 좋습니다!! 플랭크하고 딥스도 한번 종결시켜주십시요!!ㅠㅠ 매일 하면서 불안불안하네요 ㅜ,3년 전
320,  붕어빵체고👍,옛날 가제트z였나? 몸뒤에서 뭐가 막나오고 지동차도 신기했던 그 주인공 목소리같아요ㅋㅋㅋㅋㅋㅋ,3년 전
321,  유상혁,어깨탈골증상이 조금 있으면 어떡하나요??,4년 전
322,  원뱅,고마워요 빡빡맨!!,4년 전
323,  DUA LIPA BFF RunA,형님 그 가면 빡빡이 가면 어디서 사셨나요??,3년 전
324,  김기현,빡빡이 아저씨 성형하고 오셨어요?!,4년 전
325,  박현철,솔로는 무리라구...,3년 전
326,  정혜진,물리치료과 학생에게 도움이 많이 됩니다!! 호주 물리치료사 ㅠㅠ 저도 꼭 되고싶네영,3년 전
327,  J consulate,2분에 난 소리 ..진짜 뼈소리인가요..!.? 아 너무호러인뎈ㅋㅋㅋ,4년 전
328,  버섯신성한,갑자기 페트와 메트 생각난다,4년 전
329,  J.S. Shin,이 아저씨 졸라 재밌어,3년 전
330,  새벽별,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 형님 어떻게 딱 필요한 정보를... 구독하길 잘했습니다,4년 전
331,  Saint Cho,"여러분 절대 이 영상 보지마세요.온몸이 쑤셔서 영상 찾다가 어제 처음 봤었는데 목소리부터가 심상치 않네요. 혹시나 해서 올린  모든 영상을 봤더니역시나. 여러분은 여기서 나온 방법들을 사용하기 전에 저 마성에 목소리와 빡빡머리에 빠져들어 모든 동영상을 시청하게 될것입니다. 난 내 어깨가 아파옴에도 불구하고 구독을 누른 후 모든 영상에 좋아요를 누를 수 밖에 없엇엉엉ㅠ 아조씨, 앞으로 빡빡이 아조씨가 영상 올릴때마다 좋아요를 누르겠어요♡",4년 전
332,  요쏘나라,전 왜 빡빡이 아저씨 단단한 근육밖에 안보일까요.몸이 좋으시네요,4년 전
333,  갔다온탁형,댄 상당히 고통스러워 한당 좋았어,3년 전
334,  김범준,이거 혼자하는 방법 있어. 왼쪽 팔을 위로 뻗어서 벽에 손을 짚은 상태로 왼쪽 골반을 오른쪽 골반 바닥까지 돌린다는 느낌으로 허리를 틀어주면 겨드랑이쪽 근육이 오지게 조져지는 느낌을 받을 수 있어.,3년 전
335,  차영완,혼자할수있는건 없나요 ㅜㅜ,3년 전
336,  이재헌,높은 침대가 있어야하네요. 집에 있는 침대는 저정도로 높지 않아서ㅜㅜ,4년 전
337,  피아노,할로우 맨에서 투명인간이 쓴 가면같음,4년 전
338,  박제윤,형 알았으니까 이선균 성대모사 해줘,4년 전
339,  James Callahan,0:07 이때만해도 귀엽고 순수했던 댄...,3년 전
340,  제2보병사단,가면 어디서 팔아요??,4년 전
341,  pard 파드,아죠시 반했어요  퍄퍄,4년 전
342,  웃긴민트,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ유익해,4년 전
343,  짜릿한키스,형...잡아줄 사람이 없으면 어떻게 해?,2년 전
344,  석회암,유투버님 등이 좀 굽으신가 같아요 스트레칭 많이 하세용~,4년 전
345,  난희,신음소리 ㅋㅋㅋㅋ자막 댕웃기네 ㅋㅋㅋㅋㅋ,4년 전
346,  리얼뽕구리,푸하하하하하  미친!!! 더욱더 잼나네요완전 배꼽잡았어요^^,4년 전
347,  경인,"정말 시원할 것 같고 쉬워 보이는데...평범한 집에선 저렇게 높은 침대도 없고, 결코 혼자 할 수 없는 방법이네여~ㅜㅜ매일 할 수 없어 안타까운 스트레칭~ㅡ.ㅡ;;",4년 전
348,  조우진,오 대박. 그냥 대박. 비주얼 대박.,4년 전
349,  돼징어,한번해보고싶은데 아싸라 못하네 ㅠ,4년 전
350,  지성훈,컨셉봐 ㅈㄴ웃기너ㅣㅋㅋㅋㅋㅋㅋㅋ첨봤는데 영상유익해서보다 재밌어서 구독좋아요눌러여,4년 전
351,  요거트딸기,구독 꾸욱~,4년 전
352,  늘봄,이거 정말좋아~ 정말좋아~~ 빡빡이 아저씨 ♡♡♡♡ 예전 동영상 내려지고 자막편으로 변경되고 ㅠ 목소리 아쉬웠는데 정말좋아~~~ 유익한내용을 재미있게 즐길수 있게해주셔서 정말 좋아요~~,4년 전
353,  크랜베리 주스,형님들 가슴에서 소리나는 티체 증후군? 흉추 자루 증후군?도 좀 해주세요미치겠습니다,4년 전
354,  율하넴,말투 개좋아 ㅋㅋㅋㅋㅋㅋㅋㅋ,4년 전
355,  JJ J,으푸어 하는데 왜케 웃기짘ㅋㅋㅋㅋㅋㅋㅋㅋ참을수가없닼ㅋㅋㅋㅋ,4년 전
356,  이대성,빡빡이 아저씨 최고!,4년 전
357,  Best Kim,가면 진짜 골때린다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4년 전
358,  Y.B N,철봉에 매달리거나 턱골이 하는것도도 도움된다고 들은거 같은데... 사실인가요?,4년 전
359,  크라운,댄은 정말 시원했어요?(댄이 답젼해 주세요^^~) 바닥에 깔린 지브라천이 멋져요. ,4년 전
360,  김규태,팔이 빠질 것 같은데 정상인가요,4년 전
361,  Moonlighting,빠박이가면 버스타고 가는데 오늘 하루도 잘 마무리 하시고 즐거운 시간 보내고 오세요 난 지금 너무 많이 먹어서 그런지 몰라도 그 때 마다 느끼는 거지만 아 진짜 너무 좋다,4년 전
362,  박지원,와 목 등 결렸는데 이거 그냥 혼자서 해봣는데 확실히 효과가 잇네요 감사합니다 ㅎㅎ,4년 전
363,  김태웅,어깨 탈골은 못하겠죠?,4년 전
364,  맥OS,호흡뱉엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아모야진짜...♡,4년 전
365,  김진주,"이게뭐지... 10년전에 tv에서 더빙 애니메이션 틀어주던 느낌난다 화면도 사람이 아닌것같아,,,",4년 전
366,  CHILL CHIRI,가면과 실제얼굴이 이제 구분이 어렵네요,3년 전
367,  용현동노약자석스틸러박진우,지속적인 잘못된 운동법으로 허리 인대가 완전히 늘어나서 1년이 넘는 시간동안 인대재건술을 받고 있습니다.허리같은 코어는 정말 다치면 평생 가는데 이 채널 정말 좋네요보다 많은 분들이 이 채널을 접하게 되어서 건강하게 운동을 했으면 좋겠네요... 안 그러면 젊은 나이에 정말 고생합니다 ㅠㅠ,3년 전
368,  uk_ _,컨셉잘잡으셧내ㅋㅋㅋㄲㄲㅋ,4년 전
369,  마킹전문베스트마킹,앜ㅋㅋㅋㅋ상황극 넘 웃겨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋ,4년 전
370,  까르봉디,저 이거 해봤는데 받으시는 분이 땡기는 느낌이 없다고 하더라구요...제가 잘못 한 걸까요?,4년 전
371,  이영상재밌네요,분명 봤었는데 잊어버렸다가 아파서 다시보며 혼자 흉내내며 스트레칭 해봤는데 엄청 시원하네요감사합니다,2년 전(수정됨)
372,  N,빡빡이 아저씨~ 올해에도 꾸준한  사랑 많이 받으세요^^,3년 전
373,  덩몬,머리가 빛나...,4년 전
374,  ByulHee,최고ㅜㅜㅜㅜ 감샤합니다♡ 계속 올려주세용,4년 전
375,  Yj,혼자할수잇는거없나요..ㅠㅠㅠ,3년 전
376,  서민경,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ귀엽고 순수한 친구,4년 전
377,  so yeon,피지컬갤러리림 이런 컨텐츠 넘나 좋아요,3년 전
378,  Ellies,혼자할수있는 운동은...없나요......,3년 전
379,  이수민,진짜 귀여우셔ㅠㅠㅠㅠㅋㅋㅋㅋㅋ,3년 전
380,  Mr. Kimchi,아저씨때문에 건강당해버렸!,4년 전
381,  띠용,선생님 덕분에 몸이 정말좋아지고있어요... 정말 복받으실겁니다 항상 건강하시고 행복하세요,3년 전
382,  송준영의 5분 명상 TV,잘 보았습니다~ 감사합니다~,1년 전
383,  이가람,동영상이 너무 눈부셔요ㅎ,3년 전
384,  이다인,진짜 너무 유익하고 재밋어욤,4년 전
385,  최영민,허리가 너무 아파서 병원에서 입원중인데요 스트레칭 동영상 보면서 하고 잇어요 많이 좋아 지는것 같아요ㅎㅠㅇㅠ너무 시원함 감사함다 형님들!!!,4년 전
386,  히ㅑ,컨셉 멋지당,4년 전
387,  Lie WK,다시보는 오리지널시리즈 ㅋㅋㅋㅋ 댄은 요즘 어디있는가... 요즘은 왜 꽁트가 더 많은건가...(그건 그거대로 좋지만) 아무튼 오랜만에 옛날생각,3년 전
388,  김꽃님,앉아계셨던분 마네킹인줄..,4년 전
389,  O Young,ParkParkE아재 오늘 첨봤는데 충격 그자체다 ㄷㄷ...1. 강의내용이 너무 좋다/2모난데(?)가 없다,3년 전
390,  Eric Kim,헐 이건 진짜 미쳤다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 존나웃김,4년 전
391,  신재욱,빡빡이아저씨떴닼ㅋㅋㅋㅋㅋㅋ보고싶었어요,4년 전
392,  나나응,댄님 앉아있을 때 마네킹인줄 알았는데 움직여서 깜딱놀랐 ㅋㅋㅋㅋㅋㅋㅋ,8개월 전
393,  ᄋᄋ,- 오늘은 이만 교회가야해서- 나 불굔데??ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4년 전
394,  Jenny Kim,교회 다니신다니 더욱 반갑네요..ㅎ 펭수땜시 알게 되었는데 유익하게 잘 보고 있습니다. 감사해요!,2년 전
395,  sin dong hoon,촉촉하게 만들어주지가 생각나는건 나뿐인가,4년 전
396,  벨라임,대박 ㅋㅋㅋ 새벽 3시 10분인데 운동도 운동이지만 댓글 캐미 넘웃겨여 ㅋㅋㅋ 웃다가 잠다깸 우리집 강아지도 깸ㅋㅋㅋㅋㅋㅋㅋㅋ,2년 전
397,  새녘.,방바닥에서 어찌함?,4년 전
398,  아니쥬,좋았어~!!,3년 전
399,  진진,음식 씹을때 얼굴에 튀어나오는 근육?같은게 요즘에 안씹을때도 도드라지는거같아요  얼굴에는 주사맞긴 무서워서!!얼굴형에 좋은 스트레칭도 알려주세요!!!,4년 전
400,  Raye Penber,혼자선 못하는구나ㅠㅜ 아쉽,4년 전
401,  Solhee Park,분위기에 압도되어 좋아요눌러벌임;,4년 전
402,  456 123,따봉,4년 전
403,  빅픽처,목 쪽 보니까 대머리 마스크를 쓰셨네요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 너무 리얼해서 몰라볼뻔,4년 전
404,  쿤쿠니,빡빡리형 혼자서 하는 방법은 없어요??,4년 전
405,  真与自由,혼자하는  방법  좀  부탁~~해요~~~,4년 전
406,  B Se,거의 패트와 매트....,4년 전
407,  개가축,빡빠기 아찌 매력있어요ㅋㅋㄱㅋㅋㅋ,4년 전(수정됨)
408,  قتیعجیعمبمیاج یکبپقتیعجیعمبمیاج,앉아있는분 인형인줄 알았어 ...,4년 전
409,  유승일,철봉 매달리기 하면 되는거 아녀?ㅎㅎ말그대로 스트레칭은 늘려주는거니까,4년 전
410,  Rare,가면을 쓴 거였구나. 왜 이렇게 인위적인가 했네. ㅋㅋㅋ 이거 꼭 따라해 봐야지.,4년 전
411,  강아지,근데 그거 둘이 해야되는건데 혼자는 못하나여..??,4년 전
412,  바닷가재,안시원해....벨트잡은 손이 아픔ㅠㅠㅠ 극강의시원함을 원했는뎁... 승모근푸는건 진짜시원했는뎁..,4년 전
413,  ᄋᄏ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ갸웃기네요,4년 전
414,  박진오,ㅋㅋㅋㅋㅋㅋ개웃기넼ㅋㅋㅋ,4년 전
415,  뒹구리,형 사랑해요,3년 전
416,  이승용,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ패트와 매트 같은겅 나만 그래?,4년 전
417,  방랑자,와 초창기는 이랬네 ㅋㅋㅋ,3년 전
418,  zlsms dnjsqls,이거 머리카락 없어지는 스트레칭 아니죠...?,3년 전
419,  LEEDS,뭐야 이거 개꿀잼 정보 채널이잖아,4년 전
420,  Ba Sha,멋쪄욧 아죠씨,4년 전
421,  왕민,몸 존나좋네,4년 전
422,  독립군,나와랏  가젯트~~만능손~,4년 전(수정됨)
423,  연우,뒤에분 날아라슈퍼보드에 나오는 보스같다....,4년 전
424,  성이름,같이 할 사람이 없는 데 혼자 할 수 있는 건 없나요?,3년 전
425,  아니 그게 아니고,ㅋㅋㅋ 대박,4년 전
426,  최재서,패트와 매트인줄 ㅋㅋㅋ,4년 전
427,  김준용,탈모형 감사해요!!,4년 전
428,  chordzin,아 리얼 빡빡이가 될줄은 몰랐어요ㅋㅋ,4년 전
429,  스라소니,마지막드립이욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4년 전
430,  jae yong Lee,ㅋㅋㅋㅋㅋㅋㅋ 킬링파트 나 불굔데?ㅋㅋㅋㅋ,4년 전
431,  EUNHA,더빙같앸ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ그덕하고갑니다!,4년 전
432,  보스커넥트,크 몸좋으시네요,4년 전
433,  jh song,키도 커지나요?,1년 전
434,  Vanilla Sky,이 형 하라는 대로만 하면 이 형이랑 몸 똑같아지나요?,3년 전
435,  안데스,설명 흡수력무엇??!,4년 전
436,  kurr O,댄 귀엽다..,4년 전
437,  SUNDAY SKY,나 불굔데 미친 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4년 전
438,  구리구리,ㅋㅋㅋㅋ 완전 웃겨요 ㅋㅋㅋㅋ 마지막에 불굨ㅋㅋㅋ,4년 전
439,  김재성,이런거해주슨 마사지있던데 어디가야되죠?,4년 전
440,  종석황,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 교회에 가야한뎈ㅋㅋ,4년 전
441,  은여울,아조씨 팔근육 ㅗㅜㅑ,4년 전
442,  Coolla1981,정~말 좋아 이거 저엉~말 좋아♡,4년 전
443,  와인김하연,머리보고 바로 구독합니다,4년 전
444,  Ambition_PORSCHE,머리카락은 언제 늘어나나요,4년 전
445,  방울비누,몸좋으시다,3년 전
446,  배고프다,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ와 정성보소 재밌어오,4년 전
447,  스파르탄,개쩐드아! 파쇄법,4년 전
448,  ᄅᄋᄏᄏ,컨셉ㅅㅌㅊㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4년 전
449,  고양이,페트랑 매튼가요?,3년 전
450,  발레청년,집에서 하는 견인이네요 ㅎㅎㅎ,4년 전
451,  sj yun,패트와매트같아요ㅋㅋㅋ,4년 전
452,  양주신도시엘도tv,굿~~~,4년 전
453,  용한돌팔이,힝.... ㅠ.ㅠ  저같은 모태솔로는 못하는거잖아용...모태솔로가 할수 있는것도 방송해주세욧..,4년 전
454,  쟌느,시원하면 좋아요 누른다,4년 전
455,  후레쉬베리베리베리,!!!!!!진짜가 나타났다!!!!!!,4년 전
456,  Dong Hyun Kim,패트와 매트....,4년 전
457,  Jinny Lee,ㅋㅋ두 분 중 1분은  강요당하는듯 ~,4년 전
458,  오정석,진짜 빠박이인 줄 알았는데 뭐 쓴거구나 ㅋㅋㅋㅋ 자연스러워서 여태껏 몰랐소,4년 전
459,  sojung park,안녕하세요! SBS 모닝와이드 박소정 작가입니다! 혹시 섭외 관련해서 문의 드리고싶은데 어디로 연락드리면 될까요?,3년 전
460,  최긍정,결론은 혼자는 못하자나요..ㅠㅡㅠ,4년 전
461,  Hyeonil Choi,"영상, 재미있네요~.",4년 전
462,  SB Chea,??? 무슨 껍데기를 뒤집어 쓰셨나요?,4년 전
463,  루너스,구독할게요 ㅋㅋㅋㅋ,4년 전
