,아이디,댓글 내용,댓글 시간
313,  ez togo,이제야 봤습니다. 이제라도 삼가 고인의 명복을 빕니다. 복지의 사각지대를 정부만으로 커버하기 부족하겠죠. 주위의 이웃들에게 조금만 더 관심을 둘 수 있는 사회가 됐으면 좋겠습니다. 80년대 까지만 해도 동네 주민들 사정 서로 알고 돕고 그랬는데 이제는 이웃이 누구인지조차 신경 안쓰고 살고 있네요. 씁쓸합니다.,2년 전
314,  샤샤샤,눈물 나네요. 고생고생하며 운동하며 유년시절을 보내고 이렇게 죽는다는게..,2년 전
315,  투더리,삼가 고인의 명복을 빕니다.   세상은 참 .. 불공정해요.,3일 전
316,  이제관,마음이 아프네요 ㅠㅠ,2년 전
317,  JIN WOO JEON,"자기분야에도 최고의 정점도 찍어보고 돌아가신 어머니말곤 홀로 남겨진 세상, 사고로 자유롭지 못한 신체,  R.I.P",13일 전
318,  Jeoung Em,복지하면 국민이 게을러진다고 말하는 행정수반과 정치인들이 권력을 쥐고 있는한 저런일은 게속 진행형.......   고인의 명복을빌어 봅니다...,6년 전
319,  JeongHeon Han,눈물이 나오네요... 누구는 수단과 방법을 가리지않고 자기 배 불리먹으며 사는데,3년 전
320,  콩지,마음이 아픕니다,1년 전
321,  david kim,고인의 명복을 빕니다.,2주 전
322,  Neon,난 금메달 따면 평생 잘 살 수 있는줄 알았는데 그게 아니었구나..,3년 전
323,  배은희,고인의명복을빕니다.,1년 전
324,  더도말고덜도말고홍,국회의원 월급 줄이고 이런사람들 더이상 안생기도록 해야할듯....세상에 우리나라들은 인재썩히는데 재주가..,2년 전
325,  빛나리아,"더슬픈건... 금메달 여러 메달, 상장   상속자가 없어서   고물상 쓰레기업체로 갈뻔 했는데  동네 주민이  도체육회에  알려서유품전달 하였다고.   나라를 빛내준 선수가 ,  슬픈 고독사로   생을 마감하다니 고인의 명복을 빕니다 다음생엔   금빛, 나라를 위한 선수가 아닌   평범한 사람이되어  빛나주세요",2년 전
326,  1 no,5년전 뉴스구나ㅠ 삼가 고인의명복을 빕니다ㅠ,2년 전
327,  팬더공주,삼가 고인의 명복을 빕니다. ㅠㅠ,12일 전
328,  히히롱,알고리즘으로 이 뉴스를 접할 수 있게 되어서 감사하네요. 삼가 고인의 명복을 빕니다.,2년 전
329,  JACKAL 2,고인의 명복을 빕니다.,3주 전
330,  만이,이러니까 우리나라 학부모들이 운동선수 안시키는거다;; 운동 십년 이십년 힘들게해서 금메달따면 뭐하냐;; 국회위원들 품위유지비만 줄여도 이런 불상사는 없었을거같구만;;;,2년 전
331,  사랑이,진짜 존나 마음아프다,2년 전
332,  한신우,하...눈물이난다 비참하다. 저분도 꿈을가진 시절이 있었을텐애,2년 전
333,  ᄎᄒᄋ,그곳에서는 행복하시길 진심으로 기도합니다.,2주 전
334,  따란,와.. 4~5년전껀데 이제서야 알았네... 부디 좋은곳 가셨으면 좋겠습니다..,2년 전(수정됨)
335,  polipis,삼가 고인의 명복을 빕니다.,1년 전
336,  Song Sun Choi,사지멀쩡하고 수급잔데 장애인인데 전직 메달리스트라 예외? 삼가 고인에 명복을 빕니다.대한민국이 아닌 좋은 곳에서 다시 태어나시길,6년 전
337,  김도현,나라를 위해서도 딴 메달이기도한데..너무안타깝다.. 이런거뿐만 아니지.. 우리나라는 무궁훈장 받은 분이 박스줍고다니시는 현실.,2년 전
338,  SEUNGWOO HAM,5년이 지나서 다시 보지만 여전히 안탑깝습니다... 잘 생기시고 국가를 위해서도 헌신하신 분이였는데...,2년 전
339,  석호필,안타깝네요..삼가고인의 명복을 빕니다.,2주 전
340,  비옴,너무 마음아프다 ㅠ,3년 전
341,  자운,고인의 명복을 빕니다,2주 전
342,  김성힝,일단 국회의원 연금부터 없애고 이런분들좀 나눠드려라 제발,5년 전
343,  seonghun hwang,씁쓸하고 너무 안타깝습니다. 정말 이런거 보면 팔다리 온전히 붙어있는게 큰 재산이라고 느끼네요 천국에서 꼭 행복하시길....,2년 전
344,  GUY Y,안타깝네요  지금 우리나라 현실이 이러니 부디 좋은곳에서 행복하게 사세요 법도 바껴야 하고 저기 위에 계신 분들도 모조리 싹 다 바껴야 될텐데,2년 전(수정됨)
345,  모쿠슈라,아이고..삼가고인의명복을빕니다,2주 전
346,  박현순,너무 마음이 아프네요,2년 전
347,  내가마신물은백산수,어머니가 시각장애인 이십니다 우리나라 복지가 정말 엿같은게 도우미 아주머니 쓸수 있는시간이 정말적어요 친언니와 아버지 제가 있다는 이유입니다 언니와 아버지는 항상일을 가시고 저는 타지역애서 대학을 다닙니다 이게 말이되나요? 고작 가족 몇명더잇고 성인이라는 이뉴만으로 이렇게 우리나라는 복지를 엿같이 합니다 세금도 떠박또박 다내는데 말이죠;,1년 전(수정됨)
348,  K,명색이 국가대표 금메달리스트인데 그걸 기초생활수급자 산정기준에서 포함해서 계산하는 게 이상한 거 아닌가? 기초생활수급 받으려고 국제무대에서 금메달 딴건 아닐텐데.보호장치가 필요해 보인다.,2년 전(수정됨)
349,  ni go,마음이 너무 안 좋다.... 빛나던 과거의 뒤로 이런 외로운 현실이......하......ㅠㅠ..............,1년 전
350,  yms 1030,기가막힐 노릇입니다. 고인의 명복을 빕니다,2년 전
351,  리오,고인의명복을빕니다,3일 전
352,  투덜투덜,고인의 명복을 빕니다. 노후준비를 잘해야겠어요. . 내 미래도 알 수 없으니. . .,2년 전
353,  정진호,하.. 너무 슬프다..,1년 전
354,  자힘내,연예인은그러련히햇는데...국가대표를...진짜 속상하네,6년 전
355,  병아리01,체육협회나 관계기관에서 소식 알았을텐데..어떻게든 살아갈수 있게 도와 줬으면 좋았을것을 안타깝습니다.,2년 전
356,  김수철,지금보니 참딱하게사셨네요.부디 좋은곳에가셔서 아프지않고 편히사시길바랍니다.,1년 전
357,  정신들좀….,삼가 고인의 명복을 빕니다..,2주 전
358,  테일러스위프트,가슴아프다.....,2년 전
359,  김수현,인생의 절반을 죽어라 운동만 했던 사람이 사고후 나머지 절반의 인생을 누워만 지냈으니... 정신적인 고통을 누가 알수 있겠어요 ... 부디 좋은 곳에서 다시 태어 나시길 바랍니다~,12일 전
360,  소풍,뭐 이런 그지같은 경우가 있냐...고인의 명복을 빕니다. 마음아프네요.,3년 전
361,  뷰자데,참 마음이 미어진다...,2년 전
362,  가오가 몸을 지배함,인재 구할 생각 말고 기존 금메달 리스트들이나 다른 훌륭한 일하신 분들을 챙김과 동시에 인재를 찾아야지.. 저런사람은 얼마나 마음 아플까.,3년 전
363,  라면땅따하잇,늦었지만 삼가 고인의 명복을 빕니다,6개월 전
364,  Aiden Song,같은 운동인으로써 너무 안타깝다... 나라를 빛낸 아시안게임 금메달리스트인데.... 나라가 사람을 죽였다,2년 전
365,  Youngdeok Yeom,미안합니다 ㅠㅠ 명복을 빕니다. 하늘나라에서 건강하게 행복해요. 정말 미안해요. 눈물이 나네요  미안해요,3주 전
366,  최광조,눈물 나오네.누구라도 여차하면 이렇게 인생이 되더라인생? 진짜 잔인하지..나도 인생은 한번살만한 가치고 있다고자꾸 희망을 가지닌까   점점 절벽으로가고..인생은 지옥이고 개좃같다하고 희망을놓아버리니...점점 좋은 곳으로 가데..진짜 잔인한것이 인생..,2년 전
367,  방랑시인김삿갓,뉴스에는 안나오지만 고독사 하시는분들 엄청 많습니다....참 슬픈 현실,2년 전
368,  승나유,나라를위해 젊음을 바쳤는데 도와주지 못하고 죽음으로 내몰다니 안타까운 뉴스네요,2년 전
369,  lI1ll0l0I,고인의 명복을 빕니다. 나는 나라를 알렸으나 나라는 나를 알아주지 않는구나~~~,2주 전(수정됨)
370,  부천건장,선수시절엔 몸도 좋으시고 잘생겼는데 ㅠㅠ,2년 전
371,  하늘소망,마음이 아프네요 ㅠ,1년 전
372,  티폰,자기 자신이 피땀으로 노력해서   딴 금메달때문에  생계비을 안준다니~~  그럼   피땀흘려 노력한 사람이나  노력 안한 사람이랑   뭔 차이가 있나~~ 잘못 됀 정책~~~   정말 안타깝고   개인적으로  화가 나네~` 늦었지만  고인에 명복을 빕니다.......,2년 전(수정됨)
373,  뽀리포리,진짜가슴이찢어질거같다ㅠㅠ슬프다ㅠ고독사라니ㅠ,3년 전
374,  하랑,하반신마비 상태에 수발해줄 사람없이 혼자 지냈다면 얼마나 불편하고 괴로웠을까 안타깝다...,2년 전
375,  김성현,"생활고독사..,고인의명복을",1년 전
376,  주한,이게 실제로 일어나야하는 일인가싶다 진짜,1년 전
377,  검은별,고인의명복을빕니다.,3일 전
378,  이성훈,이게 나라냐.. 국가를 위해 육신과 청춘을 바쳤것만 .. 죽음이라니..,2년 전
379,  Oh Yeon Hee,금메달이 훈장이 아니라 올가미가 되서 목을 졸랐구나 ㅠㅠ 삼가 고인의 명복을 빕니다,2주 전
380,  어남영,단 한명이라도 본인을 희생하고 나라를위해 일하는 정치인을보고싶다,2년 전
381,  Kingsman,안타깝네요 나라를 빛낸 금메달을 준 영웅이 기초활에 여려움을 가지게 되는게..... 나라를 희생하는분 나라를 위해 노력하는분 꼭 그나라에 빛을 보는 세상이 오길 바라겠습니다,11일 전
382,  이재원,꿈이라는 이상보다 현실이 뼈져리게다가온다.   정말안타깝다,2년 전
383,  kisstree77,아이고 어떡해 고인의 명복을 빕니다,8일 전
384,  고매한달리,와 저게 나라냐 국가대표를 어떻게 생활고로 죽이냐,5년 전
385,  내가,금메달 땄을때 얼마나 좋았을까ㅠㅠ 안타깝네요,2년 전(수정됨)
386,  김주현,마지막에 있던   소주병...참 맘이 아픕니다...,1년 전
387,  Han,삼가 고인의 명복을 빕니다.,9개월 전
388,  오사라,고독사는 우리 모두의 책임이다 고인의 명복을 빕니다,10일 전
389,  Ti s,아.. 진짜.. 가슴 아프다..,9일 전
390,  러브레터,국회의원 하루만 해도 120만원 주지말고나라를 빛낸 저런사람들은 내가 내는 세금으로 중복해서 돈 줘도 되니 제발좀 세금좀 잘 써라,2년 전
391,  두눈박이,금메달이든 뭐든 지금이라도 제발 생활고 고독사 될수 있는 약자들 도와라,3년 전
392,  yjj,삼가 고인의 명복을 빕니다. 저 세상에서는 더 행복하고 풍족하시길.,3년 전
393,  AllLookSoGood,뭐라 글을 달기도 부그럽고 짠한...늦었지만 부디 영면하시길...,1년 전
394,  ㅇㅇ,어우 맘아파..,2년 전
395,  배터지겠다,부모님이 돌아가시고 혼자 상상도못하게  힘드셨을듯 ㅠㅠ,1년 전
396,  굿뎅,놀고먹으면서 월급쳐받는 국회의원들 월급깍고 이런 영웅들한데 생계급여 해줘라!,3년 전
397,  1234오대수,무서운게 이젠 정말고독사도 남의일이 아니란거다,2년 전
398,  Para Bellum,골격 승모만봐도 얼마나 아름다울지 그려진다..,2년 전
399,  starry jung,"피나는 노력으로 얻은 가장 아름다웠던 결실이, 돌연 죽음을 재촉하는 꼴이 되었다니.. 당사자는 얼마나 괴로웠을까.. 볼 때마다 가장 자신다웠던 순간을 떠올리며 마주한 현실에 얼마나 무너졌을까.. 경제적으로 도움 받았어도 그 정신적 고통이 어마어마했을텐데 경제적 지원마저 받을 수 없는 시스템이 구축되어있다니, 대한민국 대단하네요 정말.",2일 전
400,  김동하,눈물난다...,1년 전
401,  매력녀,삼가 고인의 명복을 빕니다.~~^^,1년 전
402,  눈썹짱,진짜 왜 이런 일들이 일어날까...?국회 억대 연봉 어르신들 진짜 나몰라라 하실껍니까. 왜 저들은 저렇게 생을 마감해야 하나요,4년 전
403,  S.J kopa,"눈감는 순간 ,   건강하구 행복했던 운동하던 시절의 자신의 모습이 스쳐지나갔을것 같네요",2년 전
404,  롯린,그냥 다 귀화해 선수분들 ㅜㅜㅜ제발,3년 전
405,  뭣이중헌디,너무안타깝다 젊은데 부디 세상의연을 잊고  편한한영면을 ~~,1년 전
406,  겨울조아,맘아프다..ㅜㅜ,2년 전(수정됨)
407,  Meteor,"에이 어떤 알고리즘이 날 이리로 유도했는진 모르겠지만, 참 마음이 아프네요.자살에는 그 어떤 종용도 맞다고 생각하진 않지만 정말 본인이 힘든 순간 딛고 일어설 ‘이유’가 있다는건 어찌보면 다행이라 생각합니다.삼가 고인의 명복을 빕니다.",12일 전
408,  DongYi and Me,국회의원들은 언젠가 청년들의 손에 죽을 것 같다... 그 날이 오고 있다 ...너무 안타깝다...,2년 전
409,  가나다,다음 생에는 사랑만 받으며 아무 걱정 없는 행복한 삶을 사시기를 바랍니다. 행복하세요.안녕히 주무세요.,2년 전
410,  Jerry,어떡해..안타까워서 마음이 아프네,2년 전
411,  윤정혜,나랏돈 도둑질한  인간들은 차고 넘치는데제도적으로 꼼꼼하고현실적인 도움을 줬더라면 좋았을껄   너무 가슴이 아프네요,3개월 전
412,  BEAST HEART,우리가 가야할 길은 아직 멀고 높음을 다시 한번 상기하네요,2년 전
413,  Stephen Park,……삼가 고인의 명복을 빕니다.,10일 전
414,  Dr. C,국회의원들 월급 53만원주고 살아보라고 하면 되는거아닌가....?참고로 국회의원은 연중 휴가비만 775만원. 월급도아닌 휴가 비용이 복지대상 1년치 생활비보다 높다.,3년 전(수정됨)
415,  쓰쒸컵,눈물이 나네요ㅠㅠ,2년 전
416,  Sia,"금메달리스트와 군인의  희생이 대우받지 못하는 나라,자랑스러운 대한민국",2년 전
417,  으잉으잉,위라클 영상 보니까 하반신마비 이후 어머니 없이는 일상생활도 힘든것이 너무 많았을텐데..... 얼마나 고통이었을지 안타까움,2일 전
418,  룰루랄라,진짜 너무 슬프다... 국회의원 품위유지비와 연금을 줄여서 국가를 위해 헌신한 사람들은 예우를 해주세요- 유공자 국가대표,2년 전
419,  맛있는코코아,7년전이나 지금이나 너무 슬픈건 같네..ㅠㅜ,2주 전
420,  금황금,도데체가무슨법이 이따구냐정말 눈물나네,5년 전
421,  쫌작은거인,공부열심히 해서 .. 따박따박 월급받는 회사에 들어가서 가정꾸리고 무던히 사는게 가장 큰 행복인것 같다... 어릴때는 몰랐는데   생각 보다 세상은 암울하다..,2년 전
422,  문형원,이분 뿐만아니라 다른 어려운 사람들도 복지를  생활할수 있는 기본은 해줘야합니다.최대한 해줄수 있는만큼 해주는게 국가의 책임 입니다.,13일 전
423,  강단,명복을 빕니다..,3주 전
424,  ZEROS ZT,한창 잘 나가던 젊은시절에 하반신마비...좌절의 깊이를 감히 말할 수가 없다,1개월 전
425,  홍길동,너무 화가나고 슬프네요 ..ㅜㅜ,1년 전
426,  행복만땅,범죄자들 밥처먹이지말고 그돈으로 소외계층 도와라,6년 전
427,  에예,"우리나라 복지기준은 획일적이라 저렇게 단 몇만원 차이.. 심지어는 몇백원 몇천원 차이로 못받는경우가 생김행정이 조금 더 복잡해지더라도, 저렇게 실질적으로 도움이 필요한 분이 3만원 때문에 복지 사각지대에 놓이지 않도록 소득기준 만큼이라도 구간별로 나눠서 적용해야한다고 생각함국가장학금처럼 소득분위 나눠서 지원금 차등지급",1년 전
428,  ward james,마지막 순간까지 메달 사진을 소중하게 보관햇다니...,2년 전
429,  금똘똘이,삼가고인의명복을빕니다 그곳에서 어머님과 편안히 계시길바랍니다 ㅜㅡㅠ금메달두개 따도 너무나 연금받는게 이리적어서 장애까지 있는데 국가는 아무런도움이 못되고국가를위해 싸운댓가가 이건가요씁쓸하네요,2일 전
430,  편학범,"5년전 일이지만 ~ 지금도 일어나고 있는일 일것 같습니다ㅜㅜㅜ 고인에 명복을빕니다.... 전국민 재난기금, 전국민 실업수당, 전국민 청년실업, 전국민 노인연금, 전국민 유치원복지등 경제적인 능력이 있는분들도  똑같이 혜택을주는~  무상복지는 망국에 지름길입니다. 한정된  세금!!!!! 아끼고 아껴서~ 정말로 꼭 꼭 필요한분들어게 혜택이 돌아가야 합니다.",2년 전
431,  채리쉬유🍓Chaerish U,하 ㅠㅠㅠ....와...ㅠㅠㅠㅠㅠ 너무 슬퍼,1년 전
432,  us su,50만원가지고 어찌 사냐? 공과금내고 남는것도 없겠다 ㅜㅜ 그돈으로 어머니랑 살았다니 진짜 힘드셨을듯. .특히 몸도 안좋아서 치료비도 들었을껀데 ㅜㅜ,2년 전
433,  김기훈,유튜브는 이런 기사를 잊을만하면 한번씩 띄워줘서 좋네요. 다음 생에서는 행복하시길 바랍니다.,2년 전
434,  Benedict St.,가슴 아픕니다. 비인기 종목을 선택하고 한가지만 파고 들어 피땀흘려 노력해 아시아의 정점에 오른 대한민국 국민의 처참한 최후가...부디 다음 생은 노력의 결과를 얻을수 있는 강대한 나라에서 태어나 주세요.,2년 전
435,  이잉,삼가고인의 명복을 빕니다.,2주 전
436,  taehyung kim,하... 국위선양한 선수 처우가 정말 참담하구나...고인의 명복을 빕니다 ㅠ,2년 전
437,  미미미파,남의나라 사람들 영주권 주면서 포용해야한다는 마음 반이라도 자국민들한테 좀 써줘라,1년 전
438,  윤아,진짜 복지 사각지대 개선해야한다,3년 전
439,  피에로의 눈물,이래서 재능있는 운동선수는 금수저가 아니고서는 귀화하는게 답이다.,2년 전
440,  이영민,이런 나라를 위해 희생하신 분들이 안타깝다희생들 하지 마세요,2년 전
441,  김상민,기가찬다...삼가 고인의 명복을 빕니다,2주 전
442,  늑대와춤을,이런 말 같이도 않은 말을 하십니까 이게 나라 맞습니까?김병찬 선수님 당신의 수고에 감사드립니다 삼가 고인의 명복을 빕니다.,3년 전
443,  jake 84,늦게나마 삼가 고인의 명복을 빕니다...,2일 전
444,  오정석,나라를 빛냈으면 그 만한 보상이 주어져야지.국민은 바보가 아니다. 이런 식으로 계속가면 애국은 개나 줘버릴거다,4년 전
445,  sun kiss,정부는 뭐하냐 얼마나 쓸쓸하고 힘들었을지 .. 삼가고인의 명복을 빕니다 . 그곳에선 행복하세요 ,2년 전
446,  힛맨🅥,이 얼마나 안타까운 죽음인가..국제적 영웅이..,2년 전
447,  낙화유수,지구를 들어올리던 분이 본인의 몸조차 일으켜 세우지 못하게 됐을때 그마음은 어땠을까요...헤아릴 엄두조차 나지 않습니다ㅠㅠ,1일 전
448,  Free dom,불행에 처하게 되는순간 내가 가지고 있는게 아무것도 없다라는 걸 알게되고 희망을 잃게되요....,2년 전
449,  셀리의법칙 1,고인의명복을빕니다,1개월 전
450,  하늘풍선,나랏일  하라고  국회의원 뽑아 놨더니  지들  무슨  대단한  사람인냥   미친것들  국민 보살피지도  못하는  것들이  무슨   정치인들이라고...심하네   국회의원들  월급 다 삭감해라.,2년 전(수정됨)
451,  김성익,천부적인 재능을 받고 한국에서 태어난다라.. 정말 슬프다,3년 전
452,  무명씨,참 냉정한 사회이다. 복지란 말로만 복지이지 살 수 있어야하지 않나? 꿈도 노력도 열정도 물거품이 되는 사회에서 무엇을 위해  살아야 하나? 가슴이 아프다. ,2년 전
453,  김훈희,너무 마음이 아프고 슬프네요,1개월 전
454,  멍,주거의료 보장받으면 그 돈으로도 굶진 않았을텐데 마음이 힘드셨을 듯 명복을 빕니다,2년 전
455,  정 유,하~~이런일이.얼마나 외롭고 힘들었을까정말. 올겨울은 엄청난한파가. 닥친다는대 주변을 잘살펴야겠네요올해는 나도. 더열심히 동네할매들 들여다봐야것네요 ㅠ,12일 전
456,  Lith NZ,이게 나라냐.. 삼가 고인의 명복을 빕니다.,6년 전
457,  ssibjadorayiba,남의 일 같지않아 슬프다.,2년 전
458,  Morning coffee,가슴이 아프다... 국회의원들 연봉 연금좀 대폭 축소시켜서 저런분들 지원해줘야한다...,3년 전
459,  hj,고인의명복을빕니다,8일 전
460,  Joanne Kim,가슴아픈 이런 뉴스가 안나오는 때는 언제쯤이 될지 ㅠㅠ,11일 전
461,  까다로운 연어,정말 안타깝다…..,1년 전
462,  Plutonium Conglomerate,ㅠㅠㅠ 슬프고 화가난다,6년 전
463,  러블리,너무 안타깝다늦었지만  고인의명복을빕니다,1년 전
464,  4차원 지구인- 4D HUMAN,뭐냐 이건 왜 이렇게 우리나라 암울하게 느껴지지?과거에는 이런일도 있었군,2년 전
465,  윤승한,참 남자답게 잘생기고 체격도 좋으셨는데 다치고나서 얼마나 상실감이 컸을까 자신의 젋은생을 금메달 따기위해 바쳤을텐데  국가의 위상을 높이게해준 국가 당사자는 오히려 독이되어 자신에게 돌아오다니... 참 가슴이 너무 먹먹해서 답답하다,2주 전
466,  구구,눈물난다.....,2년 전
467,  c hak,너무 안타깝습니다ㅜㅜ,1년 전
468,  디딤,비극이다..건강할때 몸망가뜨리지 말야겠군..하반신이 마비되서 움직이기힘드니까  돈벌 수단도 녹록치않고..안타깝네.금메달리스트였는데,2년 전
469,  ᄏᄏᄏᄏ,이거 보고 충격먹어서 잊혀지지 않는다.  ..진심 열받네,1년 전
470,  Choi엠제이,왠지 허무하면서도 공허한 심정이었을것같다.. 삼가 고인의 명복을 뒤늦게나마 빕니다..,2일 전
471,  리사,아이고 진짜 ㅜㅜ,1년 전
472,  노노TV,대한민국을 대표해 태극마크를 달고 화려한 금메달도 걸었지만....사람 인생 정말 앞을 모르는 거군요.....  안타깝습니다... 교통사고만 아니었더라도... 해설자나 코치로....더 좋은 삶을 살 수 있었을텐데...  늦게라도 고인의 명복을 빕니다... 하늘나라에선 부디 어머니와 행복하세요...ㅠ.ㅠ,2년 전
473,  cho realpine,삼가 고인의 명복을 빕니다,11일 전
474,  풍수지리야,금메달연금은 수입에서 제외하자 나라를빛낸건데,4년 전
475,  수비드등갈비,와....  아시아 최고였었는데 진짜 비참하고 슬프게 가셨네 나라 클라스;,2년 전
476,  룡,"와우///  국가의 금메달 리스트를  생활고로  보내주는  대한민국의 클라스를 봐라,,,짱이네...",3년 전
477,  young,ㅠㅠ 진짜 너무하다.. 어째,1년 전
478,  ZHENZHE JIN,행복의길은 무소유의 길밖에없다  탐진치에서벗어나는것이 해탈이다이세상에 영원한것은 없다특히 인간은 인연에의해 잠시이세상에 머무는 존재일뿐이다그러나 한번밖에 못사는 이세상에서 의미있게 살다가야하지 않겟는가?나보다 어려운 이웃을 도우면서사는것이 행복한삶이다,2년 전
479,  빠삐홍,삼가 고인의 명복을 빕니다,10일 전
480,  ⃢귀염 ⃢귀염 ⃢열매 ⃢,생계걱정보다도 하반신마비로인한 암울함이 더 심했을거같다,2년 전
481,  sunshine,모든것에는 동전의 양면이 존재 하듯이 음과양이 존제 한다...아무리  복지를 한다고해도 모자라는 부분이 있고 그로 인해  슬픈일을 격는 사람이 있다. 그말은 제도로는 할수 가 없다는것이다.,2년 전
482,  SEJUNG KIM,정말..마음이 아프네요..,13일 전
483,  울산살티파머스,삼가고인의명복을빕니다,2주 전
484,  SiJin H,한때는 세계 최고 였는데 말이지.. 참.. 삼가고인의 명복을 빕니다..,2년 전
485,  공공이,진짜 안타깝다 꼭 그렇게 칼같이 나눠야하나 지금은 제발 세상이 조금이라도 나아졌길 바람,1년 전
486,  별,화가나고 슬프다,5년 전
487,  핑구,복지는 전국민 복지가 아닌 이렇게 진짜 어려운분들을 대상으로 하는 선별적 복지가 시행되어야 합니다.,2년 전
488,  good very,왜 보면서 눈물이 날까,2년 전
489,  신혜성,이게 무슨 일이야 ㅠㅠ너무 안타깝네요...,10일 전
490,  쩜상,우리나라에 소외된 어두운곳에도 빛이 들길...,2년 전
491,  하영길,고인의명복을빕니다,2주 전
492,  tanko,금메달이 별 도움이 안된거겠니 기자야; 나라가 도움이 안된거였지.. 다음 생에는 좋은 나라에서 좋은 삶 사시길..,5년 전
493,  여친내놔,아...  집 실내를 보니  마음이 무겁군요...  편히 올라가서 쉬시길 바라는마음에 몇글자 적어봅니다..,3년 전
494,  잼토리_,한 분야에서 정점을 찍는 사람들은 거의 부와 명예를 다 가질 가능성이 큰데 아이러니하게 메달리스트들은 유독 다 힘든거 같다..,4일 전
495,  garipapi,삼가 고인의 명복을 빕니다.,10일 전
496,  박박복규,사람이살만한나라와사회와이웃이되어서로 각자의위치에서 최선을 다했으면좋겠읍니다,2년 전
497,  K Comics,삼가 고인의 명복을 빕니다.,10일 전
498,  어여 뛰여라,정녕 받아야 될분은 못받고  법이 왜 이따구인지ㅠ,2년 전
499,  채원쓰,명복을 빕니다 ᆢ 이런 안타까운 사연 알게되더라면 조금이나마 도움되고싶은데 알길이 ᆢ 싱글맘이다보니 그 고충  누구보다 잘 알것같습니다 ᆢ 정해진 기준보다 실사해서 측정하셨으면 좋겠네요 한때 한국의 자랑이였든분이셨는데 저렇게 방치해도 될런지요,2년 전
500,  심광식,"복지정책이 우리의 역도영웅을 하늘 나라로 보냈네요. ㅜ제발 고인이 사망후 땜질식 처방을 하지 말고, 제대로 좀 일 합시다.삼가 고인의 명복을 빌려 하늘나라 에서는 행복하게 보내시길 기원 합니다.",13일 전
501,  이현,정말 정직한 사람이 손해보는 세상이면 안돼는데. .  내가 다 원망스럽고 슬프다...지역구에서는 머하고 자빠졌던거야...에규,1년 전
502,  안탱,혼자서 눈물 ㅈㄴ흘렸겠지 안흘렸어도 밤마다혼자 많은 생각 하셨을듯 죽기전에도....ㅠㅠ 개슬프네 진짜...,1년 전
503,  H EE,올림픽보다가 여기 왔는데 너무 속상하다.,1년 전
504,  꽃미남,나라를빛냈는데 나라에 뒤통수맞는듯한...이게 우리나라현실입니다.최저생계비가50만원도 안된다니..,2년 전
505,  Yute,금메달리스트가 고독사라니 ㅠㅠ,2년 전
506,  Krystal B,좀 어떻게 해줘요 너무 속상하다 분명 비슷한 상황에 내몰렸지만 아직 우리가 어떻게 해볼수 있는 분들이 있을 듯 퓨ㅠ,2년 전
507,  JINSAN CHOI,삼가 고인의 명복을 빕니다.,2주 전
508,  쪽쪽이,와....완전 훈남인데ㅠㅜㅜㅜㅜ,2년 전
509,  řī ňä,마음이아프다...,11일 전
510,  kyeong sung Park,가족없고하반신마빈데..52만원으로 어떻게 사니...,6년 전(수정됨)
511,  김동섭,선택적 복지가 필요한 이유 그리고 그 선택의 기준의 유연성이 필요함을 보여준 사례,2주 전
512,  ᄒᄒ,국개의원들 주는 연금을 금메달 딴 선수들 주는게 나라를 위한 일이겠다.,2년 전
513,  해군골드윙,삼가 고인의 명복을 빕니다.,2주 전
514,  MI KEn,하반신 마비이면...정말 어떻게 살아가야하는 것일까.... 할 수 있는 일이 있을까...,2년 전
515,  기리,삼가 고인의 명복을 빕니다,2주 전
516,  그넘의광기,국민들이 정말 다같이 일어나서 정치인들 다 바꿔놔야 정신 차릴려나? 우리나라는 왜 영웅들이 더 힘들게 살고 있는거냐고!!! 우리 세금 영웅들에게 쓰는거 전혀 안 아까워!,2년 전
517,  SONIC KANG,5년전 말도 안 되는 죽음을 지금에야 보고 알았네;  다음엔 메달리스트 제대로  대우해주는 미국나 유럽 선진국에서 태어나세요! 삼가 고인의 명복을 빕니다!,2년 전
518,  Double_U_oong,와 진짜 몸만 건강해도 youtube해도 돈 더 벌었겠다 ㅠㅠ 그곳에서는 슬퍼하지 말고 편하게 사세요,8일 전
519,  yonugkuk Kim,삼가 고인의 명복을 빕니다_,3주 전
520,  김동현,국가를 위해 내 몸을 희생해도 국가는 나에게 아무것도 해주지 않는다,2년 전
521,  드가린,죽기전 금메달이 어떻게 보였을까???삼가 고인의 명복을 빕니다.,1년 전
522,  폐가입진,"주변에 의리있는 후배나 동기, 친구 등이아무도 없었던게 더 안타깝네요잘나갔을때 술 얻어먹던놈들이,,하반신 마비되니 다 떠난것이지,사업실패도 다 마찬가지고쓸쓸한 현실,성공하십시오 다들.",3년 전
523,  김존슨,늦었지만 좋은곳으로 가셔서 행복하세요,2년 전
524,  이찬,마음이 숙연해지네요.,2년 전
525,  갠놔줘,너무 슬프다....,10일 전
526,  sung lee,금메달 리스트의 말로가 이토록 고독 할 줄이야...,2년 전
527,  미선 윤,마음이 찢어집니다미안합니다,2일 전
528,  호박감자,90년도에 금메달 딸때 25년뒤 고독사 할줄 상상이나 했을까....,3년 전
529,  김상효,알수 없는 유튜브 알고리가 5년만에 보여준 이 영상 잊지 않겠습니다,2년 전
