,아이디,댓글 내용,댓글 시간
134,  J P,"어깨가 많이 뭉쳐있었는데, 처음 한 번 해 봤는데도 시원하게 느껴집니다. 도움되는 영상 만들어 주셔서 감사합니다.",2년 전
135,  료,선생님 동작 따라가다보니 어느순간 굳은 목뒤가 시원~~해지는 느낌이에요! 좋은 영상 감사합니다♡,2년 전
136,  카트일공일삼,진행시간 같이 천천히 호흡해주시고 천천히 진행해주시는거 참좋아요~~,2년 전
137,  정주아,와..다른영상은아무리해도안시원한데 이영상한번따라하니 목어깨 굉장히시원함ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ,2년 전
138,  서영 주,8/16 출석체크! 목 도수치료 받고 이 요가로 마무리 :) ㅎㅎㅎ 늘 감사해요!,1년 전
139,  박경옥,에전에 대단한 요가쌤 수업을 받았습니다.그때 그쌤의 수업을 받고 있는것 같아 너무 좋아요~설명도 잘해주셔서 너무 감사합니다~열심히 시청해서  몸도 맘도 건강하게 만들겠습니다~️️,1년 전
140,  쌩콩,목이 너무 무거워서 따라 했는데 가볍고  통증도 완화 되었어요^^감사합니다.,3년 전
141,  초록이,요즘 아침저녁 요가소년에 넘나 빠져있어요^^3일째 목이 뒤로 넘어가질 않았는데 정말 씻은듯이 가벼워졌어요 ㅠ ㅠ 이럴수가.... 고맙습니다! ,1년 전
142,  Sam Kim,어깨랑 목이 뭉쳐서 폼롤러로 아무리 지압을 해도 안풀렸는데요. 이 요가를 따라하고 많이 좋아졌습니다. 정말 감사합니다. 다음편도 따라해보겠습니다.,2년 전
143,  강혜진,ㅎㅎ아침에 일어나서 하니까 자면서 뭉쳤던 어깨랑 목쪽이 넘 시원해요,3년 전
144,  토끼,이 영상 너무좋아요. 반년전부터 발병한 목디스크때문에 자다가 일어날때 목어깨통증때문에 못일어나는 정도로 너무 아팠는데 따라하다보면 통증이 정말 많이 잡혀서 좋더라구요 ㅜㅜ,2년 전
145,  JYH,와 목이 너무 결려서 찾아보다가 우연히 따라해봤는데 15뷴 스트레칭하고 아픈게 사라지다니요ㅠㅠㅠ !!! 내일 또하러 오겠습니다!! 좋은영상많이보여주세요!!,2년 전
146,  Stella Soonhyeon Park,코로나 때문에 아이들과 집콕 3개월이 넘어가니... 몸이 말이 아니에요ㅠㅠ 더는 안되겠다 싶어서 요가 찾아서 보고 따라해보았습니다. 어깨 등 아픈 게 조금은 가시는 것 같아요! 꾸준히 따라해볼게요!,2년 전
147,  jh,목이 결려서 마사지하다가 안되겠어서 요가했는데 바로 시원하게 풀렸어요 요가소년님 덕분이에요 감사해요!,1년 전
148,  계절,오전엔 시간 길게 내기가 좀 어려운데 모닝요가 시퀀스 긴거 보면 욕심은 나고 ㅠ.ㅠ 그래서 오늘은 아예 20분요가 리스트를 들어와 봤어요. 역시 전신 개운함엔 모닝요가 시퀀스네요!! 하지만 오늘은 마침 목과 어깨가 뻐근했으니 이 영상에 감사합니다.ㅎㅎ 나마스떼,3년 전
149,  변아윤,무료영상이 이렇게 고퀄이라니 너무 감사해서 열심히 따라하고 좋아요도 꾸욱 눌렀어요~^^ 구독도 당연히  감사합니다,3년 전
150,  바람,요가소년님~ 저는 목과 어깨가 늘 안 좋은데 자주 영상으로 요가함께 하면서 도움 받고있어요. 늘 감사합니다^^,2년 전
151,  향,목이랑 어깨가 아플때마다따라하는 최애 영상입니다하고 나면 정말 시원해요!!,2년 전
152,  weilin J,코로나때문에 요가원에 못가고있었는데 오랜만에 하니까 너무 좋네요ㅠㅠ천천히 알려주셔서 좋아요!,2년 전
153,  H armong운동하는아르몽,"오늘아침 공복 운동은 목, 어깨 15분 풀기로 시작했어요 고맙습니다~~~",1년 전
154,  Lucky happy smile,"정말 신기한 플로우입니다. 저 요즘 목어깨가 통증이 심해서, 자기전 지금 다 수련해봤습니다. 훨씬 좋아진느낌으로 숙면하겠어요! 매일 조금씩 해보겠습니다 승모근, 요통 등도 계속하면 차크라플로우로 기 뚫고 빈야사도 하고싶어요. 꿀성대 선생님 감사! 여긴 이제 굿나잇! ^^오늘 라이브 첫 대면 넘 좋았습니다! 비록 중간에 산더미 박스 정리한것 재활용으로 버리러 나가야만 했지만ㅜ선생님 따라 하나씩 마스터하고싶어요! 그럼 내일도 뵐게요!",2년 전
155,  취미기록,1일 1번 순례하고있습니다 덕분에 항상 목 어깨 가 릴렉스해지는기분이에요,4년 전
156,  adventurous figure,12.1. 주기적으로 하는 목 어깨요가 진짜 최고에요  ㅎㅎ,2년 전
157,  tutor Jung코바늘 튜터정,너무 좋은 것 같아요~ 덕분에 좋은 자세로 매일 아침 상쾌하게 시작하고 있어요~^^,2년 전
158,  Viviana Kim,측면플로우가 너무 좋아서 한6개월간 그것만 하다가 오늘 추가로 이것도 해봤는데 너무 시원하고 저한테 딱 맞네요!! 이것도 매일하렵니다. 승모근도 좀 줄어들었음 좋겠어요 헤헤...,1년 전
159,  벽지,ㅠㅜ 컨디션 난조여서 심신안정 시키려고 따라해 봤는데 너무 좋네요 ㅠㅠ 목소리도 너무 편안해요.자주 따라해야겠어요. 구독하고 갑니다 ! ㅜ,1년 전
160,  SUSU수수,"안녕하세요 :) 항상 편안하고 마음의 안정을 갖게 도와주시는 영상 감사히 잘 보고 있습니다 :) -12분 즈음, 날개뼈사이로 두손을 맞잡을 때 왼쪽팔은 잘 돌아가는 편인데,  오른팔은 등뒤로 손을 보낼때어깨에 통증이 따릅니다.  혹시 근육에 문제가 있는걸까요 ~ ?",3년 전
161,  마동석,3:58 여기서  진짜 시원해요 ,2년 전
162,  Mj Son,어깨 아플때마다 이 영상 보면서 하고 있어요. 하고 나면 시원해서 좋아요. 감사합니다.,1년 전
163,  이유라,2월 3일 완료!!  시원시원해요 무엇보다 매일 하고 있다는 자신감! 올해는 정말 평안하고 건강할 것 같아요,2년 전
164,  g5 5,와..정말 우연히 들어와서 따라했는데 평소 자세가 안좋아서 오늘따라 유난히 아팠던 어깨 목 허리가 정말 개운해졌어요구독 눌러놓고 매일 따라하겠습니다감사합니다,3년 전
165,  하엘,2년째 하는데 이거 진짜 대박이에요!!!! 결국 목 어깨 풀 때 여기로 오게 된다는....점... 감사합니다!!,5개월 전
166,  동수,새해 첫 날에도 하고 갑니다. 올해 요가소년님도 변함없이 건강하시길,1년 전
167,  검괭홈짐,"시원합니다~ 감사해요, 요가소년님~!",4년 전
168,  은송부부의 웰빙톡톡,오늘로서 40일간수련을 하고있습니다 많은 통증이 사라지는 효과를 보고있습니다 감사합니다,2년 전
169,  J P,너무 좋아요  감사합니다,1년 전
170,  MUZI,어제 어깨와 목이 결려서 즐겨찾기해놨던 이 영상 보면서 따라했더니 오늘 정말 목이랑 어깨가 개운했어요. 감사합니다 오늘 또 하러왔어요^^,3년 전
171,  김지환,정말 요가소년을 만나기 전과 후의 인생의 품질이 달라졌어요 ㅠㅠㅠㅠ,1년 전
172,  J,완전 시원해요 ㅠㅠㅠ 감사합니다,2년 전
173,  ss j,너무 프로그램이 좋네요 우연히 보게 됐는데 뭔가 대단한걸 발견한 기분이에요~~~!  좋은 영상 고맙습니다~^^,4년 전
174,  민경김,"직장인이에요! 앉아서 같은자세로만 있으니까 어깨, 승모근쪽이 많이 뻐근하고 아침마다 어깨가 무거운 느낌이 들었는데 저녁에 영상 한번 따라했더니 다음날 아침 몸이 아주 개운해요!! 어깨가 많이 나아진걸 느낄수있더라구요. 저녁마다 매일 해야겠어요 영상 강추입니댜!!",2년 전
175,  정초롱이,감사합니다.덕분에 경직된 몸이부드럽게 완화되는것 같습니다.^^,2년 전
176,  눈초코,공시생입니다. 잠을 잘못 잤는지 아침에 일어나서 뭉친 어깨랑 목때문에 고생하고 있던 와중에 영상보면서 따라하니 어느정도 완화되었어요. 정말 감사합니다 ㅜㅜ,2년 전
177,  맘로드momroad,오늘도 감사합니다.요가소년님 영상 덕분에 운동습관이 잡혀가고 있네요~,2년 전
178,  필약 Pillyak,너무 편안하고 시원하네요! 매일 찾아와서 해보도록할께요! 9.9 9.10,3년 전(수정됨)
179,  Sophia Gu,"숨소리 좋아요, 숨쉴 타이밍을 알려주시는 것 같아서.. 한번 했을 뿐인데 마사지 받은것보다 시원해요!!",4년 전
180,  핑가,와....거북목인데요...너뮤 좋아요....매일 아침15분만 스트레칭 영상 보고 운동했었는게 이제 이영상으로 갈아타야겠어요거북이들을 위한 많이만들어주세요 늘감사합니다!,1년 전
181,  하트수정,한번만 따라해도 놀라운 릴렉스를 경험하게 되네요 감사합니다~^^,2년 전
182,  OBAZI,불면증으로 고생했는데 어제 자기 전에 처음 해보고 몇달만에 숙면했어요.아침에 일어나서 또 한번 했더니 개운하네요. 좋은 콘텐츠 고맙습니다. ^^,3년 전
183,  yj k,매일 이 시퀀스 합니다.근육이완에 도움이 많이 됩니다.감사합니다 ~,2년 전
184,  한진숙,안녕하세요 ^^ 정말 신기하네요^^ 오른쪽 팔이아파서 고생했는데 이동작을  따라하고나니팔에 통증이 좋아진것같아요매일매일  하고있어요^^ 감사합니다 ~,3년 전
185,  효니,"오른쪽 어깨가 유독 뻐근함이 느껴져요,, 오른손 날개뼈에 붙히고 왼쪽팔 구부리는 동작은 잘 안되는데(반대편은 수월하게 잘되구요) 고쳐야할 생활습관법이 있다면 알려주시면 감사하겠습니다. 통증완화요가 오늘 첫 수련했는데 몸이 개운해지는게 느껴져요. 감사합니다.",4년 전
186,  Kim Su Hyun kim,너무 편안하고 좋습니다어깨 목 항상 굳어있어 아팠는데 도움이 됩니다 열심히 해 보겠습니다고맙습니다!!,6개월 전
187,  정창회,"안녕하세요, 요가소년님. 항상 PC 앞에서 업무하느라, 늘 어깨와 목이 자주 결리고, 뒷골 통증을 달고 살다가 이 영상을 통해 신세계를 경험했습니다.다른 스트레칭 영상들보다 통증부위를 잘 풀어주고, 온몸이 개운해져서 아침에 일어났을 때 몸이 가벼워졌어요.제가 몸이 좀 뻣뻣해서 따라하기 어려운 동작들도 있는데, 유연성이 좋아지면 더 잘 따라할 수 있겠다 싶어요.유연성이 좋아질 수 있는 팁을 알려 주시면 감사하겠습니다.열심히 시청하고, 따라하면서 저도 건강해지고, 언제나 응원하겠습니다.요가소년 화이팅!!!",2년 전
188,  박진혜,항상 감사드립니다~덕분에 집중이 잘되는것같아요~,3년 전
189,  J K,거북목이 심해서 주사맞고 두달동안 도수치료받았는데 돈이 너무 부담되서.. 실비보허무안들어있어서.. 대신 요가를 하려고 우연히 본 영상인데 매우 시원해요 ㅎㅎ 꾸준히 따라하면 체형교정에 도움이 되겠지요 감사합니다~,2년 전
190,  포근해요,2020 2월 12일 함께했어요 목 어깨 뭉친채로 일어났는데 너무 개운합니다 감사해요,2년 전
191,  킹시,요가소년님 좋은 수련감사합니다! 혹시 손목 강화? 스트레칭 영상 만드는거는 어떠세요~~~!!!! 부탁드립니다!,4년 전
192,  Mira Monaco,오늘도 영상 보며 오른쪽 어깨와 목 페인을 조금이라도 풀고 하루 시작합니다. 감사해요 요가소년님 <3,1년 전
193,  h l,"어깨가 넘 결렸는데, 감사해요~ 따라하기 좋고 편했어요~",2년 전
194,  Song Kim,운동에 소홀했더니 등이 너무 아팠는데 이거 하고 나니까 좀 낫네요~목소리도 차분하니 듣기 좋구요~매일 해야겠어요!!,3년 전
195,  주젠둥,오늘 계속 어깨 아팠는데 싹 풀렸어요 ㅠㅠ 감사합니다~,2년 전
196,  mori,소소한 운동만 하다보니 몸이 뻣뻣해져서 조금 어려웠는데 끝날때쯤엔 몸이 시원하고 개운해졌어요!,3개월 전
197,  ʏᴜᴋɪ H̆̈,13:40 완전 시원함 (°▽°),3년 전(수정됨)
198,  suri suri,오늘도 덕분에 뭉친 어깨 시원하게 풀고 갑니다~영상 감사해요~~,2년 전
199,  송가무장이,감사합니다 목이랑 어깨 많이 아팠는데 요가소년님 덕분에 시원하네요 ㅎㅎ 매일이침 요가소년으로 시작!!,1년 전
200,  드봉네정연,퇴근전 어깨 통증으로  짧은 시간으로 할 수 있는 시퀀스 찾아서 하고 나니 훨씬 좋으네요 2020.03.31,2년 전
201,  Mina Kang,와 어깨 근육 다 풀린 느낌이에요 너무 좋네요 목소리도 편안하구요~~ 따봉!!,2년 전
202,  Luneee,목소리가 너무 편안해져서 좋고 동작 하나하나에 세세하게 설명해주셔서 동작을 할 때 집중이 더 잘 되네요,3년 전
203,  ᄋᄉᄒ,너무 시원해 기절..... 특히 다리 넘길 때 시원해서 진짜 놀랐어요,11개월 전
204,  Dami Shin,댓글 처음 남겨봐요! 하루 열 다섯시간씩 컴퓨터 앞에서 일하면서 목 어깨가 너무 아파 두통까지 왔었는데 방금 이 요가하고 나니 한결 가벼워졌어요!! 좋은 영상 감사합니다!,3년 전
205,  Yumi Lee,목소리가 편안합니다 :) 할 수 있는만큼만 몸을 늘이고 있어요. 어깨 통증이 나아지길 (),4년 전
206,  Jeongsun Kim,저는 재택근무 이후 평생 처음으로 스트레칭을 시작했는데요 왕초보도 쉽게 할 수 있게 해 주셔서 너무 좋습니다 감사합니다,2년 전
207,  은영,아침에 한번 자기전에 한번한지 4일째인데 확실히 아팠던 목과 어깨가 많이 나아져가는 기분입니다 :) 좋은 영상 항상 감사합니다 ,2년 전
208,"  그래,이 맛이야!",요가 따라하고 새삶 살게됨요 ^^ 아이패드로 틀어놓고 차분히 따라하고 있으면 땀도 나고  몸도 개운해지고 너무 좋아요,3년 전
209,  최구미,목 어깨부분 시원해져서 너무 좋아요ㅠㅠ,2년 전
210,  bli,하려고 애쓰지 않고 편하게 하니까 더 스트레칭이 잘 되는 것 같아요 감사합니다~,1년 전
211,  Suzie Park,숨소리 좋아요 진짜 요가같이 하는 느낌인뎅...ㅜ 글고 요가에선 호흡이 중요하니까 숨소리 덕분에 쉽게 같이 호흡할수있어요.,4년 전
212,  이미경,항상 감사합니다. 어설프게 따라하기는 하지만 목에 뭉침이 많이 없어졌어요. 매일이 즐거우시길 바랍니다. ^^!,2년 전
213,  쫑이맘,"목두통으로 고생하고있는데,많은 도움이 되데요.설명도 조근조근 어떠한 한부분도 놓치지않고 말씀하시네요.영상 많은 도움이 됐읍니다.",9개월 전
214,  JUNG LEE,이틀째 따라하고 있는데 살짝땀도 나면서 통증이 시원해지는 느낌으로 매일아침 해보려고 합니다 고맙습니다 ~^^,3년 전
215,  하나,쉬는 시간에 잠시 해봤는데 목돌리기 천천히 하니 너무 좋네요. 오늘도 감사합니다 나마스테 :),1년 전
216,  이라영,"육아로 어깨통증이 심해서 따라해봤는데, 너무좋은 시퀀스같아요!",2년 전
217,  봄키,아유 선생님 저 고통스러워서 죽을거 같을때만 요가소년 선생님 영상 찾아오는거 보니 여기 통증치료맛집(???)인거 확실합니다!! 다음 통증 잡으러 또 영상찾아 가겠습니다 (),3년 전(수정됨)
218,  블랙공,"목이 아파서 이 시퀀스 시작했는데 등이랑 골반이 더 시원하네요+_+ 물론 목도 수련 전 보다 나아진거 같아요, 감사합니다! 나마스떼*",2년 전
219,  세세,집에서도 편하게 요가할수 있어서 넘 좋습니다 좋은 영상 감사해요,2년 전
220,  응답주쌤,목아파서 시작했는데 너무 좋아졌어요 최고에요,3년 전
221,  예지,이영상을 100번정도는 틀었을거에요근데 오늘따라 몸이 더 시원하고 좋네요하루종일 아팠던데가 편해졌어용오늘도 감사합니다 요가소년♡,9개월 전
222,  1m_ sssong,목에 담걸렸는데...최고에요♡,1년 전
223,  유승미,8:57 완전 시원,2년 전
224,  다함없는,목 어깨 통증으로 요가소년이 최고! 감사합니다~^^,11개월 전
225,  박성진,시간될때  따라하는데 넘 좋아요^^,1년 전
226,  유지영,수험생이라 어깨와 목이 많이 아파서 찾아서 처음으로 요가 했는데 차분하고 침착한 목소리와 자세가 마음까지 편안해 지네요.광고가 불편했지만 시간 지나니 사라지네요.,3년 전
227,  lyca,목디스크 있는 사람입니다.이 영상은 그 어떤 안마도구보다 최고입니다. 안내에 따라 몸을 움직이다 보면 어느새 편안해진 제 몸을 만나게 돼요. 참 고맙습니다.,2년 전
228,  souvenir,병원에서 목디스크 의심이 된다고 했습니다. 왼팔과 왼쪽 목에 지속적으로 통증이 있거든요. 배게의 높이를 좀 바꾸었더니 통증이 조금 나아졌지만 하루에 반은 계속 통증이 있어서 올려주신 영상 보면서 꾸준히 해보려 합니다 :) 통증 완화가 되길 바래봅니다.,3년 전(수정됨)
229,  홀리몰리,동작들을 하면서 느낀건 저의 어깨가 많이 올라와있다는게 느껴져요 ㅠㅠ 항상 긴장되어있고 힘이 들어가있어요...ㅠ상체가 긴 이유도 있겠지만 그냥 앉은자세나 무릎꿇고 앉은자세에서는 손바닥이나 손끝이 닿지 않구요 ㅠㅠ 그래서인지 승모근과 목이 항상 뻐근한 느낌입니다,4년 전
230,  옆집헤일리,좋은 영상 감사합니다!!! 매일 보면서 따라하고 있어요!ㅎㅎ,1년 전
231,  ♥️서하의 작은방🌸,요가 하고 나니까   몸이 한결 가벼워진 것 같아요,9개월 전
232,  victoria,너무 시원하고 힐링되어요~,3년 전
233,  오은진,감사합니다! 덕분에 오늘 하루 더 가벼운 몸으로 생활할 수 있게 되었어요,2년 전
234,  Bo Sul,오른쪽 어깨랑 날개뼈쪽 항상 고질병이라 물리치료까지받고 고생중인데 정말신기해요..따라하고  나서 앉으니 효과가 놀랍네요..통증맛집 ㅎㅎ이에요 감사합니다,2년 전
235,  su nice,뭔가 개운해졌네요 감사합니다,4년 전
236,  짱쩡,요즘   목어깨  많이 뭉쳐 답답핬는데  완전 운동된것같고 기분까지 좋아졌어요  감사합니다,2년 전
237,  댕그리,요가소년님을 이제라도 알게된 것에 큰 감사... 아주 좋았습니다,1년 전
238,  흘리,"목이랑 어깨가 훨씬 가벼워졌어요 ㅠㅠㅠㅠㅠ 요즘 공부하느라 오래 앉아있어서 너무 힘들고 날이 갈수록 부담이 가중되는 게 느껴졌는데, 앞으로 매일 할게요~~~~",2년 전
239,  김요자,너무 시원해요~^^감사합니다,2년 전
240,  커아,"안녕하세요 요새 요가소년님 영상에 푹 빠져서 1일1요가 실천 중인 구독자 입니다 :) 제가 거북목+라운드숄더로 엄청 고생을 했는데요 이 영상보고 많은 도움이 되었습니다. 궁금한 점이 있는데, 테이블 포즈에서 예를 들어, 손을 천장을 향해 뻗는 동작에서 제가 어깨까지 손이 올라갈까말까 하는 정도인데.. 이게 어깨가 많이 굳어서 그런가요? 그때 고통이라기 보다 막 엄청 싫은 느낌이 들어서 벗어나고 싶은 느낌이 들어서 이상해요ㅎㅎㅎ 또, 테이블 자세에서 오른쪽 손을 왼쪽 상체 밑으로 넣는 동작에서 저는 어떤 자극도 느끼지 못하는데 그게 정상인가요? 다른 동작보다도 이런 동작에서 어려움을 겪는거 보니 자극되는 근육이 약한 모양이에요.. 앞으로 열심히 수련해보겠습니다 ! 좋은 영상 감사해요.",3년 전
241,  hieu1225 tran,감사합니다,4년 전
242,  윰,현직 간호사입니다! 쉬어도 쉰거 같지가 않고 아무리 자도 잔 것 같지가 않고ㅠ 어깨랑 등쪽이 늘 뭉쳐있는거 같이 아팠어요ㅠ 스트레칭이라도 해볼까해서 찾아봤는데 정말 설명도 잘 들어오고 따라하기도 쉽고 효과도 좋네요! 자기전에 이거 하고 자면 다음날 정말 일어나기 편해요 근무끝나고 아무리 피곤해도 이거하고 자야겠어요 다른간호사쌤들한테도 공유중입니다 좋은 영상감사합니다!,1년 전(수정됨)
243,  해피데이문방구💘,아까 소화가 안되서 요가동작 찾다가 왔어요 목소리가 너무 좋아요 진짜구독 누릅니다 앞으로 매일매일 요가하기로 다짐했어요 감사합니다 ,2년 전
244,  raka,정말 너무 감사해요,1년 전
245,  김민정,안녕하세요 요가처음입문입니다~^^기초자들도천천히따라할수있는영상같아요.오늘 두가지완수했습니다~^^천천히호흡하면서 배워볼게요^^♡,1년 전
246,  메론빵맨,저 요가소년님 영상 우연히 보고 요가 매트 주문해서 내일부터 시작합니당원래 동네 주민센터에서 했었는데 사람들도 너무 많고 집중도 안되고 하는 느낌도 안 나서 집에서 홈요가 해보려구요! 잘부탁드려요,3년 전(수정됨)
247,  똘이는 사랑입니다,09:06번 동작이 넘 쉬원해요,4년 전
248,  miryang Jeon,최근 영상 발견했는데 정말 좋은자세들  맘에들어서 매일하고있는데 좋은결과 있기를 기대해봅니다.  감사합니다.(^o^),9개월 전
249,  박동현,학교(체육)덕에 다시 왔어요^^  계속하니 넘 좋아요$.$ 요가소년님 ,2년 전
250,  김은경,매일 아침 너무 잘 보고 있어요^^목소리가 명상하는 것 같아서 아침에 하기에 너무 편안하고 좋아요,3년 전
251,  GBSOUND,잠 조금만 잘못자도 어깨목아픈게 아침에 두통으로 타고올라와서 항상 힘들었는데 매일 따라하면서 그런횟수도 점차줄고 좋아지고있습니다 감사합니다,1년 전
252,  EUN MI YUN,쉽고 시원해요~,2년 전
253,  해피디,ㅜㅜ아요즘 앉아있기만해서인지 진짜딱필요하던건데ㅜㅜㅜ 요즘단계별로 영상보고있습니다!,4년 전
254,  김정례,코로나로 답답했는데요가소년 만나 너무 행복해요감사합니다~~*,1년 전
255,  mia,이것만 따라해도 목과 어깨가 풀립니다. 정말 강추,1년 전
256,  coffee& piano,어깨 목 아플때마다 수련합니다 감사합니다~^^,3년 전
257,  고구마말랭이,일자목때문에 1년 넘게 고생하고 있는 사람입니다ㅠㅠ 요즘 다시 목어깨 통증이 심해져서 영상보면서 꾸준히 따라해보려고 합니다! 이 요가가 일자목통증에도 효과가 있는 거겠죠? 얼른 이 통증에서 벗어나고 싶네요ㅠㅠ,2년 전
258,  oscar,등의 통증이 줄어서 너무좋습니다~,2년 전
259,  Una Cha,"정말 감사합니다. 어깨 통증이 많이 나아졌습니다. 한가지 궁금한것이 있는데요, 제가 오른쪽 고관절에 무혈성 괴사병을 앓았던 탓에 관절의 모양이 좌,우가 달라서 양반다리로 앉는 것을 잘 못합니다. 할 수는 있는데 오른쪽 다리가 왼쪽 다리보다 더 위로 올라갑니다. 이럴때는 어떻게 앉는게 좋을까요?",4년 전
260,  김도연,매일 따라하고 있습니다 편안한 목소리와 차분하누지도가 큰 도움이 됩니다 감사합니다,2년 전
261,  배재순,최고입니다~~매일 아침 안빠지고 하려고 해요 감사합니다~,2년 전
262,  오드리햇반,정말 어깨와등이 찢어지는것같이 아파서 맛사지받아도 그때뿐이고.. 요즘 이거보고 요가하고있는데 장말 거짓말처럼 일주일만에 통증이 사라지네요. 요가는 좀 지루한(?)거라고 생각해서 하지않았는데 짧고 간결해서 정말 좋아요~,2년 전
263,  BH_Satriani Lim,목과 어깨 통증이 너무 심해서 찾아보게 됐습니다. 아침마다 따라한지 3일째 밖에 안 됐는데 고질이었던 목어깨 통증이 30% 넘게 줄어들었어요. 자세도 어렵지 않고요. 감사합니다!,2년 전
264,  정가인,몇달 전부터 어깨염증으로 약과 물리치료를 병행하고 있는데 전보다는 나아졌지만 회복이 더뎌서 요가소년님 어깨통증 완화 영상보면 따라하고 있습니다. 아직 어깨통증이 좀 있어서 팔을 뒤로 넘겨 날개뼈사이로 넣는 동작이 어려운데 어깨에 좀 더 무리가 가지 않으면서 따라할 수 있는 영상은 어떤게 있을까요?,2년 전
265,  coco lim,9:10초 전 너~~무 시원하네요~,2년 전(수정됨)
266,  oopsy1225,"극심한 어깨, 팔 통증 때문에 일을 중단하고 이 영상을 틀었어요. 요가소년 감사합니다 ㅜㅠ",2년 전
267,  박다원,너무 시원하네요.감사합니다,11개월 전
268,  씨앗반,"어제 어깨 운동을 좀 과하게 한 것 같아서, 아침 수련 마무리로는 이 시퀀스를 돌렸습니다. 09:06 여기가 정말 맛집입니다.",2년 전
269,  JISU JEON,"목소리가 왜 이렇게 듣기 편한가 했더니, 성우쪽 훈련하셨었다고. 명상이나 요가할 땐 목소리도 듣기 편안하고 너무 빠르거나 너무 느리지도 않은 아주 적당한 속도로천천히 알려주는 게 제일 좋아서 간단한 요가와 스트레칭은 매번 요가소년 영상으로 함께하는 중 ㅠㅠ",2년 전
270,  SNto RN,또 목이 안좋아져서 매일 하고 있습니다 ㅠㅠ 감사합니다 ㅜㅜㅜ,10개월 전
271,  레트로무비,어이구 시원해라ㅋㅋ 감사합니다!,3년 전
272,  은는이가,등에 날개 달린 것 같아요. 햐~ 가볍다.. 단순한 기본동작 속에 우주가 들어있네요!!,2년 전
273,  미기욤,유산소운동만했지 요가는 처음해봤는데 신세계가 열렸습니다..감사합니다..  맨날 따라할거예요,2년 전
274,  권유진,오늘은 어깨가 너무 아파 이 영상으로 수련했습니다! 감사합니당 나마스떼!><,1년 전
275,  gjy 9697,멀쩡할 때는 잊고 살다가 힘들고 불편하면 꼭 찾게 되네요또 감사해요~,3개월 전
276,  이영애,안녕하세요 일주일에 세번정도는 열심히 따라하려고 합니다  감사합니다.워낙 유연성이 떨어져 따라하기 어렵지만 거북목 수정해보려고 지속적으로 하려고 합니다.,2년 전
277,  FOCUS on NOW : Healing music,어때 통증이 심해 (담이라고 하나요?) 따라해보기 일주일 째 입니다. 확실히 편해지기는 했지만 아직 통감은 남아있어 계속하면 더 편해질지 궁금합니다. 타인의 감정을 알지 못하니 다른분들은 어느 정도의 통증을 문제적이라고 생각하시는지요...,4년 전
278,  eg7,물리치료 약 다 소용없는데 영상 하나로 다 풀어지네요 ㅠ 요가소년님 넘넘 감사합니다 !!!ㅠㅠㅠ,1년 전
279,  소공녀(소유와공유),오늘 처음 집에서 도전해 봅니다. 시각적으로 청각적으로 불편함 없어서 좋아요. 편안해요. 꾸준히 하도록 노력할께요.ㅎ,2년 전
280,  za mi,무슨말이 더 필요할까요.. 요가소년님덕분에 삶의 질이 달라졌습니다. 하루라도 안하면 몸이 다르네요 정말이지 너무나도 감사드립니다.,3년 전
281,  R,요가소년님 호흡소리가 들리니 마치 요가원에서 같이 요가하는것처럼 실감나서 좋아요오늘 처음 따라해봤는데 제가 초보라 재생을 느리게 하니 속도가 맞네요ㅎ좋은 컨텐츠 올려주셔서 감사드리고 구독할게요ㅎㅎ,2년 전
282,  김킴킴킴,목디스크로 인해 두통으로 힘들어하다가 오늘 처음 접했는데 너무 시원하네요 . 시간날때마다 해야겠어요 너무 좋네요 편안하니..,3년 전
283,  덕후,잠들지 않습니다 할때 터짐ㅋㅋㅋㅋㅋ ㄹㅇ 잠들뻔함ㅋㅋㅋ,2년 전
284,  hs H,아침수련 다른 영상에 이어 수련했어요. 2개월전에도 수련한 영상ㅎㅎㆍ그 이전에도 몇번은 수련했던 영상이에요. 더 감사한 맘 가득해 집니다. 두통도 어느새 사라졌어요. 고맙습니다.,2년 전
285,  맘로드momroad,며칠전부터 계속하고 있는데 좋아지고 있는 것 같아요~~^^,2년 전
286,  안젤라,"등 요가가 넘 좋아서 어깨목 편도 해봤는데, 어깨랑 손목이 안좋은 사람은 하기가 힘이드네요",3년 전
287,  Sukhyun nam,너무 잘 보고 수련하고 있습니다^^,2년 전
288,  지으뇽,요가 초보입니다 수업하고 나니 한결 편안해졌습니다 감사합니다!,2년 전
289,  Hong수니,머리를 반바퀴 돌리란말~ 사선방향 모 이런게 설며만들어선 애매하네요,4년 전
290,  Epic Piano Inst.,너무 좋은 영상이었습니다. 목이 자주아픈데 힐링했네요!,2년 전
291,  씨앗할머니,너무 기본적인 동작이라 생각하여 잘 하지않았는데 어깨가 너무아파 이영상으로 했더니 정말 몸이 고요해집니다.고맙습니다.,1년 전
292,  뉸뉴냔냐,목디스크때문에 검색하다가 우연히 따라해봤는데 어깨근육이 맨날 뭉쳐있어서 항상아팠는데 하고나니까 ㅠ ㅠ 통증 많이 줄었어요 매일와서 한번씩 따라 하겠습니다 감사합니다^^,6개월 전
