,아이디,댓글 내용,댓글 시간
142,  SUNGBAE LEE,그 어떤 영상이 이보다 더 유익할 수 있을까...,3년 전
143,  초현chohyeon06,오늘부터 내년 오늘까지 기록갑니다2022/8/27(O)2022/8/28(O)2022/8/29(O)2022/8/30(O)2022/9/1(O)2022/9/2(O)2022/9/3(O)2022/9/4(O)2022/9/5(O)2022/9/6(O)2022/9/7(O)2022/9/8(O)2022/9/9(O)2022/9/10(O)2022/9/11(O)2022/9/12(O)2022/9/13(O)2022/9/14(O)2022/9/15(O)2022/9/16(O)2022/9/17(O)2022/9/18(O)2022/9/19(O)2022/9/20(O)2022/9/21(O)2022/9/22(O)2022/9/23(O)2022/9/24(O)2022/9/25(O)2022/9/26(O)2022/9/27(O)2022/9/28(O)2022/9/29(O)2022/9/30(O)2022/10/1(O)2022/10/2(O)2022/10/3(O)2022/10/4(O)2022/10/5(O)2022/10/6(O)2022/10/7(O)2022/10/8(O)2022/10/9(O)2022/10/10(O)2022/10/11(O)2022/10/12(O)2022/10/13(O)2022/10/14(O)2022/10/15(O)2022/10/16(O)2022/10/17(O)2022/10/18(O)2022/10/19(O)2022/10/20(O)2022/10/21(O)2022/10/22(O)2022/10/23(O)2022/10/24(O)2022/10/25(O)2022/10/26(O)2022/10/27(O)2022/10/28(O)2022/10/29(O)2022/10/30(O)2022/10/31(O)2022/11/1(O)2022/11/2(O)2022/11/3(O)2022/11/4(O)2022/11/5(O)2022/11/6(O)2022/11/7(O)2022/11/8(O)2022/11/9(O)2022/11/10(O)2022/11/11(O)2022/11/12(O)2022/11/13(O)2022/11/14(O)2022/11/15(O)2022/11/16(O)2022/11/17(O)2022/11/18(O)2022/11/19(O)2022/11/20(O)2022/11/21(O)2022/11/22(O)2022/11/23(O)2022/11/24(O)2022/11/25(O)2022/11/26(O)2022/11/27(O)2022/11/28(O)2022/11/29(O)2022/11/30(O),3개월 전(수정됨)
144,  SON,매일 보면서 하고 있습니다 ㅎㅎ,1년 전
145,  Piora,거북목인데 오늘부터 이거 따라해보려구요.1/7 1일차 완료1/8 2일차 완료1/9 3일차 완료1/10 4일차 완료1/11 5일차 완료1/12 6일차 완료,2년 전(수정됨)
146,  핑크피자,턱당기기운동할때 두턱이되는데 맞게하고있는건지 궁금해요..ㅠㅠㅠ,3년 전
147,  이재호,아 이거 ㅋㅋㅋ 진짜 시원해요 매일밤마다  이영상 보고 자야지 ^^,2년 전
148,  조성준,혹시 이건 다른거긴한데 오른쪽 골반뼈 안쪽 근육이 땡기는데 무슨 이유라도 있나요??ㅠㅠㅠ,3년 전(수정됨)
149,  야채,흉쇄유돌근 마사지할때 목을 사선방향으로 늘리는게 어떤건지 잘 모르겠어요ㅠㅠ 그리고 목을 영상처럼하면 손에서 잡은 근육이 빠져나가요,3년 전
150,  tjsgus45,수건으로 하는거 2개만 한 4일 했는데 목통증이 정말 많이 사라졌어요?! 고마워요 빡빡이 아저씨~!,3년 전
151,  Frozen,와 진짜 치료가 되는ㄷ,1년 전
152,  LEE현수,"질문이 있어요 ㅎ 빡빡이 아저씨 ^^땅바닥에서 하는 허들자세가 전혀 안되요. 한 다리는 앞으로 쭉 뻗고, 다른 다리는 골반 뒤로 보내는 스트레칭 동작 말인데요.제가 하면 엉덩이가 땅에 안닿거나 제대로 앉아서 균형을 잡을 수가 없어요.대퇴의 내회전이 잘 안되는거 같기도 한데, 좋아지는 방법이 궁금해요 꼭 !!!! 부탁드립니당 ㅠㅠ",3년 전
153,  황금아이디,매일매일 해볼께요 소중한 정보 감사합니다,1년 전(수정됨)
154,  지너드,"허리도 아파서 그런데, 앉지 않고 서서 해도 괜찮을까요?",2년 전
155,  Young Lee,이런거 만들어줘서 넘 고마워요 ㅠㅠ 목이 너무 편한데..?,3년 전
156,  bluue,역C자 + 일자목 전용 올려주세요ㅠㅠㅠ,2년 전
157,  김영미,영상 잘 봤구요~! 매번 스트레칭 따라하는데 어쩔땐 시원하구 몸두 가볍구 ...어쩔땐 제대루 동작 똑같이 안되면 몸이더 아프더라구요! 앉아서 스트레칭 하다보면 계속 하기엔 힘들기두 하구 의자에 앉으면 자세가 다시 엉망되기두해서.... 언니가 의자 도움받아서하면..더 빠르게 자세가 좋아질거라구해서 ...허리큐 라는 자세잡아주는 의자에 앉아서 스트레칭 이나 어깨걸이 같은거에 도움도 받을수 있어서...더 수월하게 할수있구요...자세 때문에 너무 고생 하시는분들 허리큐  자세교정의자로 도움 받으시면서 하시면 금방 더 좋아지실듯...,1년 전
158,  이준범,수능을 마친 고3입니다. 이제 처음으로 운동을 시작하려 하는데 체형에 변형이 심해 교정운동과 웨이트 트레이닝을 병행하려합니다.병행해도 괜찮은가요? 아니면 교정운동을 먼저 하고 그후에 웨이트를 순차적으로 해야하나요?,3년 전(수정됨)
159,  흑미집사,저는 남들보다 목길이가 엄청 길고 역c목인데다가 일자목이고 굽은등에 ... 여러가지 안좋은게 많은데요!! 백수라서 시간이 많이 납니다. 만약 동일한 영상을 또 개정판으로 찍으신다면 맥스대신 제가 가면쓰고 직접 알현(계란알)하고 싶습니다 굽신굽신 구굽신,3년 전
160,  도당,형 손목통증이 너무 심한데 어떻게해야해...?저리기도하고 아프기도하고 난리야 ㅠㅠㅠ 치료도 많이 받아봤는데 너무 아프네 ㅠㅠㅠ,3년 전(수정됨)
161,  Jojo,역 c자목 도 해주세요!!!ㅠ ㅜ,3년 전
162,  sh lee,척추 교정에 좋은 동작 디스크에 좋은 동작도 좀 알려주세요,2년 전
163,  won choi,안녕하세요 옛날부터 영상봐왔눈데 최근에야 따라하기시작했습니다 근데 라운드숄더 운동들은 다 시원하고 운동하면 아프고 그런데 거북목운동은 하나도 아픈게 없어요 이러면 거북목이 아니다 라고 생각해도 될까요?,2년 전
164,  yoon,허벅지 바깥쪽부분이 찌릿하고 마취가덜 풀린거같은 느낌이들어서 신경외과 갔다왔어용 엑스레이로는 일단 이상이없는데 신경이 눌린거같다 라고말을 하시더라고요 ㅠㅠ의사쌤이 우선은 찜질하라는 말만하셨고 약과 신경주사 처방을 받았습니다..mri는 아직 안찍었어용 ㅠㅠ 혹시 허벅지 신경쪽에 좋은 물리치료 운동이 있을까요..,3년 전
165,  김광식,빡빡이아저씨 좋은 동영상 올려줘서 땡큐. 덕분에 잠이 잘오고 두통도 좀 사라짐. 아저씨믿고 계속해볼 생각임. 앞으로도 좋은 동영상 많이 올려줘.,3년 전
166,  슈퍼개미,일자목에도 효과 있나요?,3년 전
167,  송송,출석체크4/16 14:05 회사 탈의실에서4/17 23:34 회사 탈의실에서,2년 전(수정됨)
168,  Jeong Su Lee,저는 거북목 그래서  스태링 주사를 맞고 지금은 많이 좋와요 선생님 감사하구요 다시한번 Thank you,1년 전
169,  wisdom hand,오늘부터 120일간 매일 자기전에 하고 자겠습니다! 나 자신과의 약속!,3년 전
170,  ISFJ,이석증 걸린 후 만성어지러움 갖고 있는데 해도 될까오???,3년 전
171,  김종성,"빡빡이 아저씨! 어깨 탈골후 운동법 부탁드려요ㅜ.ㅜ 다치기전만큼 힘이 나오질 않아요,,,,",3년 전(수정됨)
172,  김비비시,"계란님 제가 거북목,목디스크가 좀 있는데 마지막 운동할때는 두통이 느껴지는데 효과를 보기 때문에 그런건가요??",1년 전
173,  binu,흉쇄유돌근 진짜 살살 만지세요 살짝 만졌는데도 급 담걸려서 일주일동안 고개 못돌림... 적당히 만지라고 나와있어서 세게 만진것도 아니였는데 ㅠㅠ,3년 전(수정됨)
174,  멩고,퇴근하고 집가서 꼭 볼게요ㅠㅠ일자목도 해당되는거죠?!,3년 전(수정됨)
175,  이재호,일자목도 꼭 해주세요너무 고통받고있는데 ㅠㅠ,3년 전
176,  윰밍,이 운동하고 벽에 등대고있는거 자주하니까 엄청 편해졌어요 매일할거임2.02ㅡ2.05ㅡ2.07ㅡ2.09ㅡ2.10ㅡ2.12,2년 전(수정됨)
177,  한호준,11월19일 목요일1일차:거북목이 심해서 새로운 기분으로 시작2일차:잠진짜 너무온다..3일차:성공4일차:성공5일차:오늘 너무 힘들군6일차:성공7일차:잠옴,2년 전(수정됨)
178,  bonsik,부쩍 거북목이 되어가고있는데 십분의 기적입니다..,1년 전
179,  JH Min,계란님 카운트하시면서 중간중간 잘하고 있어 좋았어 해주시는게 큰 힘이 됩니다.저는 스트레칭 중에 마지막 턱당기기가 제일 체감이 크게 됐어요.,1년 전
180,  E Eun,대~~박 여러분 태양열로 목만 움직이는 인형 알아요? 지금 딱 그런 느낌임 대박쓰 5살때의 부드러운 근육으로 돌아간 듯한 느낌 개추천...,2년 전
181,  j c,하고나니 확실히 개운하네요,2년 전
182,  소문하나기,거북목인데 헬스할때80키로만 찍으면 그때부터 팔이무거워져서 목에 과부하가 걸려서 목이 아파요 ㅠㅠ 이거방법없을까요?? 꾸준히 계속 스트레칭해줘야되나요.,2년 전
183,  이재준,왜 하고나니까 더 아프지할때는 엄청 힘든데 하고 나면 시원하네,8개월 전
184,  베르크K,5일차입니다. 확실히 좀 덜 아픈거같아요,3년 전
185,  에레스에프,와 진짜 가벼워짐 ㅋㅋㅋㅋ,3년 전
186,  지영진,확실히 위쪽에 루틴 있는게 더 보기 편한 것 같아요,3년 전
187,  카프카,고마워요 좋은영상,2년 전
188,  가나다라마바사,잘때 배개 버리시고 턱을 최대한 목쪽으로 끌어당기면서 팔을 머리위로 o 자를 만드세요. 도움될거임,3년 전
189,  八先生.,"평소에 의식해서 턱당기기를 하고있는데, 일자목이나 역c자에 턱당기기가 오히려 안좋을수있는건 몰랐어요..",2년 전
190,  라,목디스크나 후종인대골화증 있는 사람도 해도 돼요?,3년 전
191,  김브르,설명없이 바로시작0:39 목돌리기3:30 흉쇄유돌근 마사지9:08 전거근 마사지11:43 경추가동술 운동16:44 턱당기기 운동,2년 전(수정됨)
192,  hyen헨,푸쉬업할때 가슴으로 들어올리는법을 몰라서 고개를 들고 시선을 멀리바라보면서 너무 목을 빼고해서 그때부터 왼쪽으로 고개돌리면 찌릿거리면서 너무아프고 책본다고 고개숙이면 뒷목부터 뻣뻣해져서 너무아픈데ㅠㅠ 열심히 따라해볼게요,10개월 전
193,  다열멍TV,잘  보고  배우고가네요~~~~~~~~  감사합니다,1년 전(수정됨)
194,  경사,"궁금한게 있는데요 제가 양반다리를 하고 등과 허리를 편 상태에서 고개를 밑으로 숙이니까 오른쪽 날개뼈가 심하게 아프고 땡기는데 이건 무슨증상인지 알려주실수 있으신가요,",2년 전
195,  초이써린,거북목인데 좋다그래서 쟁기자세를 요즘 하는데 목이랑 머리 경계사이가 안좋게 늘어나는 느낌이라서..거북목 일자목에 쟁기자세 해도 될까요?,3년 전
196,  X X,전에 나온 거북목 교정법 말고 이 개정판만 보면 되나요???,3년 전
197,  비타500,와우 두통 사라짐! 감사합니다 피갤,2년 전
198,  이민우,보고 그대로 따라하면 끝나는 세트진행영상 만들어주세요!설명은 더빙으로...,3년 전
199,  김보경,0:40 목돌리기 각 20초씩 2세트3:30 흉쇄유돌근 마사지 각 8초씩 3세트6:07 소흉근 마사지 각 40초씩 1세트9:20 전거근 마사지 8개 2세트11:45 경추가동술 운동 각 30초씩 2세트14:51 턱당기기 운동 8개 2세트,1년 전
200,  현우,0:40 목돌리기 각 20초씩 2세트3:30 흉쇄유돌근 마사지 각 8초씩 3세트6:07 소흉근 마사지 각 40초씩 1세트9:20 전거근 마사지 8개 2세트11:45 경추가동술 운동 각 30초씩 2세트14:51 턱당기기 운동 8개 2세트,2년 전
201,  ㅇ,12주 루틴 시작일 (3.3)3.3 ○3.4 ○3.5 ○3.6 ○3.7 ○3.8 ○,2년 전(수정됨)
202,  파기,현역 군인입니다.최근 목디스크가 너무 심해져 잠도 못자고 평소 생활도 힘든데 수건으로 하는 스트레칭은 자주 해도 괜찮은지요??,7개월 전
203,  kssd,좋은영상정말감사합니다,2년 전
204,  ‍김동주[학생](이과대학 물리학과),1) 0:35  2) 3:19  3) 6:01  4) 9:13  5) 11:36  6) 14:46,2년 전
205,  김JJ,빡빡이님 팔을 쭈욱 뒤로 필때 명치? 흉부? 쪽에서 뚜둑 하고 뭔가 시원하게 갈비뼈 맞닿은 부분이 뭔가 뚝 벌려지는 느낌이 나요. 이거 어디가 잘못돼서 이러는 건가요..??ㅠㅠ 목 돌려서 두두둑 하듯이 그런 느낌으로 소리가 나는데요.. 이건 어떤 운동을 해줘야 하는 걸까요? 약간의 척추측만과 거북목이 있어요ㅜ,3년 전
206,  쩡블리,아주 어릴적부터 20년정도는 경추때문에 생고생하고있는 사람입니다 경추가 역커블형이고 목디스크가 경추 2개빼고 다 나와있으며 디스크증상은 7년정도 전부터 많이 호전되어 거의 증상이 없는데 이놈의 경추가 맨날 굳고 뻐근하고 아파서 안해본 치료방법이 없고 일주일에 2~3번씩해서 지금까지 병원 다니고 있는데 이운동 진짜 진작에 알 수 있었으면 얼마나 좋았을까요 아파 죽겠는데 추석연휴라 못가서 영상 찾아보다 알게 됐는데 왜 여태 물리치료하면 잠시 괜찮아지고 또 아프고 하는걸 무한반복하고 살았나 후회스러울 정도네요 너무너무 만족스럽고 효과좋습니다 진짜 감사합니다!!!!!!!!!!!,2년 전
207,  l,목근육에 도움이 되네요 24시간 목교정해주는 히앤미 목보호대 같은 제품은 어떤가요??,7개월 전
208,  Jeongwoo Heo,감사합니다~,1년 전
209,  흑미집사,"제가 일자목입니다. 아주살짝 역C목 형태인데요 이거 6개월 동안 주4회 반복하고 있는데요, x-ray 찍어보니 변화가 전혀없네요;;; 혹시 정상커브로 돌아오신분 계신가요?일단, 이거 따라하면 정말로 담날 목이 잘 돌아가고 편안해지는건 확실합니다.",2년 전
210,  Alessio Kim,와우!!!,3년 전
211,  이인랑,진짜좋네요 덕분에 게임더하고있습니다,2년 전
212,  eonwoo yoo,"5/31 ~ 8/161일차 5/31 O (아침에 하니  뻐근했던게 풀리는 느낌, 혈액순환 잘되는 느낌, 책상 옆에 수건이랑 우산 준비해둬야겠다.)",2년 전
213,  bbirinh,오늘부터 개학까지 도전!!!4/8 (o)4/9(o)4/10(o)뭔가 순간적으로 목이 가벼워진 느낌이 남4/11(o),2년 전(수정됨)
214,  오종석,상완삼두근 불균형 이유랑 해결방법 좀 해주세요 ㅠㅠ 왼쪽 이랑 오른쪽 이랑 차이가 많이나요...정말 정말 오른쪽은 반팔이 흘러 내리는데 왼쪽은 꽉 낍니다 미취게쏘요,3년 전
215,  Pinky Gnome,빡저씨 하루 20분씩 운동하는게 정말 다이어트에 효과가 있나여사람들 대부분 운동은 습관이 중요하다고 말하더라고여,3년 전
216,  동혁,감사합니다 많이 좋아죳어요,2년 전
217,  진진,[설명 건너 뛰고 바로 시작]목 돌리기 0:35  (좌우 2세트)흉쇄유돌근 마사지   3:54  (좌우 2세트)소흉근 마사지  6:00 7:07   (좌우 1세트)전거근 마사지  9:19  (2세트)경추가동술 운동  11:41(좌우 1세트)턱 당기기 운동 16:43 x 2  (2세트),2년 전(수정됨)
218,  TAE-WON SEO,완전 좋아!,3년 전
219,  예일워십,영상을 보기만 했는데도 거북목이 나았습니다 감사함니다 ㅎㅎㅎㅎ,2년 전
220,  tobby Jay,00:38 3:28 6:05 9:07 11:42 14:48,2년 전
221,  연비,"빡빡이 아저씨 보실 지 모르겠지만 문의 남겨보아요ㅠ지난주 금요일 5,6번 6,7번 추간판 탈출증 진단을 받았습니다. MRI 상 심한 상태이지만 다행히도 손이 저리진 않아서요 일단 도수치료 받기로 했습니다. 이게 다시 들어가지는 않는다고 하시던데 이런 교정 운동 계속 하면 좀 나아질 수 있는거겠죠?ㅠㅠ 항상 좋은 영상 올려주셔서 감사합니다.",3년 전
222,  이찬희,경추가동술할때 목이아픈데 해도되나요? ㅠㅠ,3년 전
223,  我的韩国老公[나의한국남편],헬창의 삶 5화 올려주세요~ 빨리요~~! 기다리느라 근손실 날거 같단말이에요,3년 전
224,  ㅇ,거북목인 사람이 턱 당기기 운동 잘못하면 오히려 일자목이랑 역C목 된다는데 확 당기는 거 아니면 괜찮죠?ㅜㅜ,5개월 전
225,  Jim Nastycs,제가 거북목이랑 굽은등이 같이 있는데 턱당기기 운동할때 턱을 당기면 동시에 등이 저절로 쫙 펴지면서 흉추쪽에 통증이 느껴집니다. 통증이 좋은 느낌은 아닌데 이대로 해도 괜찮은걸까요? 제발 답변부탁드립니다...,3년 전
226,  아무개남,정말시원합니다 와우 좋앗어 ㅎ,3년 전
227,  김페페페페로,"최근에 내가 찍은 셀카들은 몰랐는데, 남이 찍어준 사진을 보니 거북목인 걸 알게되어서 자.극.적.인 제목에 이끌려 들어왔다가, 처음으로 유튜브 영상보면서 뭘 따라해봤네요. 앞으로 1일 1시청하겠음니다",3년 전
228,  빠꾸,12주 교정 챌린지 시작합니다!,7개월 전
229,  박성호,목디스크 수술한 사람도 이거해도 되나요?5번6번 사이 인공관절6번7번 고정핀 박았는데해도 괺찬을까요?,3년 전
230,  로도도,평소에 허리펴고  가슴열고 다녀도 반은 고쳐집니당,1년 전
231,  이다훈,버팔로험프는 어떻게 교정하나요?,3년 전
232,  an sun,일자목에도 해당하는건가요?,2년 전
233,  버니,혹시 잘때 몸이 개운하는방법은 없을까요?제가 맨날 새우잠을잠니다 새우잠포즈는 몸에 안좋나요?,3년 전
234,  ᄂᄋᄋ,탈모 예방 루틴은 없나요??,2년 전
235,  Yoon,목이랑 날걔뼈 사이 승모근까지 뻐근하게 자극이되네요 승모근자극은  자세를 잘못한거같은데 하다보면 자극점을 좀더찾을수있을거같아요,3년 전
236,  김비씨,거북목 + 라운드숄더가 있는 체형입니다.아침 공복운동 후에항상 해주는데 이거만해도 ( 아침 운동 후 > 저녁 운동 후 하루 2번) 라운드숄더에도 도움이 될까요?!,2년 전
237,  SeGwang Kim,와 속는 셈 치고 1/11에 옆모습 사진찍은거랑 오늘찍은거랑 (10주 정도 경과했네요) 비교해봤는데 유의미할랑말랑 조금 자세가 잡힌거 같아요. 일주일에 한 5-6번 정도 한거같은데... 시간이 좀 더 걸리더라도 계속 해야겠어요. 좀만 더 속여보자~~,2년 전
238,  x언니,공부하다가 목이 뒤로 안젖혀지길래 놀래서 해봤는데 놀랍게도 바로 뒤로 젖혀짐 너무감사합니다!! 해부학적접근 마사지되고 운동도되고 최고!!!!!,2년 전
239,  하슈규,우와 ! 이란영상 너무좋앙 정말좋앙!,3년 전
240,  김세진,잘봤습니다,3년 전
241,  Se리리스,흉쇄유돌근 제가 빡선생님 덕분에 근육 이름도 하나씩 배워갑니다,3년 전
242,  ecrobat,횽님 곧 태풍도 오는데 서핑도 할 줄 아시나여 계란이 바다에 둥둥떠다니는 모습 보고싶네요,3년 전
243,  아무일상,턱당기기운동 어떻게 하는건지 정확히 모르겠네요 ㅠ,3년 전
244,  김문수바른몸,좋은 영상 감사합니다,1개월 전
245,  임아,일자목교정루틴도부탁드립니다 ㅠ,3년 전
246,  bc Aa,일자목도 같이 올려주실 수 있나요?,3년 전
247,  유기농,감사합니다 센세 ㅠㅠ,3년 전
248,  무하하하하,거북목인지 일자목인지 어떻게 판단하나요,3년 전
249,  정철,이거 진짜 신기한게 엄청 아파서 밤에 하고자면 다음날 싹 사라짐.,1년 전
250,  G2,혼자서는 안할 것 같으니 영상이랑 함께 해야겠당,1년 전
251,  피_칸,빡빡이 형 방카르트(어깨와순파열?)재활운동 좀 알려줘 ㅜㅜㅜ,3년 전
252,  꾜오!,감사합니다 감사합니다 피지컬갤러리 ㅜㅜㅜㅜㅜㅜㅜㅜ,3년 전
253,  f4재형,흉쇄유돌근 마사지 할때 고개 돌리는 방향이 왜 왼쪽 오른쪽 할때가 다른가요?,3개월 전
254,  rndj ahsb,일자목 교정 루틴도 만들어주실 수 있나요????? 일자목 때문에 넘나 괴롭습니다ㅠㅠㅠ 이렇게 개정판으로 만들어 주신다면  정말 소원이 없을 듯 싶어요ㅠㅠㅠ,3년 전
255,  오리하늘,거북목이좀 심했어서 한번따라했는데도 조금 목이 나아졌네요 감사합니다,1년 전
256,  ghost,흉쇄유돌근 마사지에서 처음 근육찾을때 고개 사선방향과 마사지 시연할때 고개 사선방향이 다르네요. 방향에 상관없이 사선방향이면 상관없나요?,1년 전
257,  응하[응답하라],빡빡이 아저씨 저 거북목에 엄청 굽은 등이에요.   ㅜㅜㅜ 열심히할께요 구독도하고 좋아요도 눌렀어요~~,3년 전
258,  Skywalk,일자목인 사람도 효과볼 수 있을까요?,3년 전
259,  굴라비갱,"여기서 동영상 보고 수건으로 목 감싸고 턱당겨주는 운동 두달 정도 꾸준히 했는데 며칠 전부터  갑자기 목 뒷부분이 아프고 두통,어지럼증 등이 생겼어요. 이상해서 알아보니까 턱 당기는 동작은 하면 안된다고 하네요. 디스크가 상할수도 있다고..  잘 알아보고 했어야 하는데;  거북목 일자목 디스크 때문에 고생하시는 분들은 대학병원에서 강의한 자료 보시면서 참고하는게 좋을것같아요.  저처럼 병원 안가고 해보려다  더 안좋아져서 결국 뒤늦게 가지 마시고..큽;;",3년 전
260,  ethos pathos,16년도 고3때부터 걸린 일자목 극심한 통증.. 오늘부터 따라해봅니다02/24 완료-하고나서 목 돌려보니까 우두두둑소리남..약간 느낌이 다른 통증생겼는데 명현현상인가02/25 완료02/26 완료,2년 전(수정됨)
261,  Kimi,거북목이 교정되고 있는지는 잘 모르겠지만 목이 덜 뻐근해서 좋네요.,2년 전
262,  윰밍,영상을 안보고도 할수있을만큼 다 외워버렸다.... 하고나면 시원해지고 덜아파짐 ㄹㅇ,2년 전
263,  Kayla K,"거북목이링 일자목이랑 치료법이 달라야한다고 하셨는데, 일자목인 제가 이걸 따라해도 될까요~?",2년 전
264,  노태훈,빡빡이 아저씨 어깨 내적충돌증후군도 올려주세용 ㅠㅠ,3년 전
265,  이재섭,항상 빡저씨에게 도움주는 댄 아저씨에게 박수를,3년 전
266,  씹선비,죽기직전에도 하고 싶은 계란형의 운동 및 필수 스트래칭 보고싶어여,3년 전
267,  무케,디스크에 안 좋은 동작들이 있는데 해도 되는 건가요?,1년 전
268,  도동파,빡빡이형 턱당기기운동 턱을 당긴다는게 어떤 느낌으로 해야되는지 잘 모르겠어 ㅠㅠ,3년 전
269,  예나,거북목진단받고 와서 이 영상을 찾았습니다...여러분 허리피고 어깨피고 고개를 드세요!! 안그러면 저처럼 경추가 ~ 이 꼴  나고 고개를 조금만 돌려도 등근육이 너무너무너무 아픔니다 ㅜㅜ 등에 주사맞기 싫음 고개드세요,3년 전
270,  유추군,3:16이건 꼬집은손 반대로 고개를 움직이는건가요?아니면 꼬집은손 방향으로 고개를 움직이는건가요??시연하시는분이 처음엔 꼬집은 손쪽으로 하시다가 나중엔 반대쪽으로 하시는데세번을 반대쪽으로 하셔서 반대쪽인거같긴한데 정확하게 알려주세요!!!!!!아 그리고 이거 영상에선 2세트 반만 한거 맞죠??,3년 전(수정됨)
271,  TheFbgpwl26,오 근데 진짜 목 편해짐....ㄷㄷ,2년 전
272,  TaeInJeans,일자목도 부탁드려요ㅠㅠ,3년 전
273,  에어소파,어깨 아파서 병원 갔는데 거북목 운동 해보라고 해서 이거 보고 했더니 많이 안아프네요 2년째 아팠는데 어깨 날개뼈 뒷목쪽 아팠는데 하 감사함니다,8개월 전
274,  스페셜우,이런 좋은 걸 또 알게 되다니 그저 빛인 선생님이시죠? ㅎㅎ,3년 전
275,  Yu Pj,오다리 고치는 법도 알려주세요!!!,3년 전
276,  One 원,한글 자막 키면 나오는 자막......너무 웃김 ㅋㅋㅋㅋㅋㅋㅋ,2년 전
277,  마법사헤어카락,한달은 해보자 프로젝트-12.16(일요일 밤)-12.18(화요일 밤)-12.19(수요일 밤),2년 전(수정됨)
278,  이히힝,정말 많은 도움이 됩니다 ㅠㅠ 감사합니다!,3년 전
279,  Lie WK,경추가동술할때 왼쪽으로 돌리면 소리가나는건 별건 아니겠죠?,3년 전
280,  콕콕,저는 벽 앞에 우산들고 운동하면 날개뼈 움직임은 잘 안느껴지고 어깨가 많이 저리네요ㅠㅠ,3년 전
281,  장연식,마사지건 같은것도 소개해주고 사용법알려주시면 좋겟네요,3년 전
282,  루비사탕,이거 목 돌릴떄 시선 맞춰서 움직이면 어지러운데 저만 그런가욬ㅋㅋㅋ,3년 전
283,  cb,진리네요️,3년 전
284,  T.h Park,이 형 목소리 왜이렇게 멋있어,2년 전
285,  lis L,감사합니다,3년 전
286,  s wa,고급진 목소리에 하나 둘 셋 하다가 갑자기 서이~너이~ 가 나와서 웃음이 터졌어요 ㅋㅋㅋ,3년 전
287,  백정현,아조시 고마워요!,3년 전
288,  안녕하세요,이렇게영상 올려주시는데도 안해요 정작 본인은 ㅠㅠ 낼해야지 하구 또안하구 영상은잘보구갑니다 ㅠㅠ,3년 전
289,  박준석,이 영상은 하루에 몇백개씩 좋아요가 늘어나네,3년 전
290,  YeonCheol Jang,"두 번째 동작에서 시연자분께서 처음에 근육 보여줄 때는 가슴쪽으로 떨어지는 대각선을 가르키는데, 정작 잡을 때는 뒤쪽 대각석으로 떨어지는 근육을 잡네요...뭐가 맞나요?",2년 전
291,  김승범,출석체크2022.08 20.(토요일) 1일차2022.08.21.(일요일) 2일차2022.08.22.(월요일) 3일차2022.08.23.(화요일) 4일차2022.08.24.(수요일) 5일차2022.08.28.(일요일) 6일차2022.08.29.(월요일) 7일차2022.08.30.(화요일) 8일차2022.09.03.(일요일) 9일차2022.09.06.(화요일) 10일차2022.09.07.(수요일) 11일차2022.09.13.(화요일) 12일차2022.09.14.(수요일) 13일차2022.09.15.(목요일) 14일차,3개월 전(수정됨)
292,  영락,근데 이거 아침에 한번 밤에 한번 총 2번하는게좋아요? 아니면 밤에만 한번 하면되나?,1년 전
293,  pizzahunter,일자목도 해주세요 ㅠㅠ,3년 전
294,  이개냥이,아놔진짜ㅋㅋㅋㅋㅋ 병맛이다정말 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 진지하게 열심히 따라하고 있는데 서이~너이~ ㅋㅋㅋㅋㅋㅋㅋㅋ 냄새는 맡지말고 ㅋㅋ,3년 전
295,  그냥최서연,빡저씨 미안한데 빡저씨 보는 재미로 운동하는거예여!ㅋㅋㅋㅋㅋㅋㅋㅋㅋ제발 빡저씨 버전으로 다시 나와줘여,3년 전
296,  min,거북목이 진짜 심한 사람입니다. 역c자형인가?.. 저 스트레칭 말고도 평상시에 주의사항 같은 거 있나요?그리고 휴대폰 볼 때 자세는 어떻게 하는게 좋을까요?,2년 전
297,  moonhee cho,"상경추 교정이라는 것을 받을까 생각중인데, 도움이 될까요?",3년 전
298,  장인,목 천천히 돌려도 어지러운건 왜일까요?,5개월 전
299,  Oracle Kite,오늘처음으로 풀세트 실시 조아써,3년 전
300,  이은혜,머머리 아저씨 제발 아탈구에 대해서도 알려주세요 ㅠㅠㅠㅠㅠㅠㅠㅠㅠ,3년 전
301,"  Your healer, SONA",어제 이 루틴 따라하고 아침에 일어나니 목에 담이 와서 쇠질 1주일간 쉬어야됩니다.. 뭐가 문제일까요 ㅠ 오늘 통증의학과가니까 말없이 물리치료만 해줬어요,3년 전
302,  박상민,빡빡이횽 안더워??오늘 기온이 35도까지올랐는데 긴팔이라니 ㄷㄷㄷㄷ..더위먹을까봐..그래도 좋은영상 고마워용~~^^,3년 전
303,  페르마타,오.. 뭔가 끝나고 나니까 목이 덜 아프네요,1년 전
304,  hun hwang,좋았어 정말 좋아 이거 정말 좋아.거북목을 탈출해야겠어!!유후우~~,3년 전
305,  문채원,일자목도 하면 좋은가여?,3년 전
306,  INU K,좋았어가 중독된다 ㅋㅋㅋ,1년 전
307,  행복한사랑,시간카운팅도제대로해야할거같아요 이미 동작 중이었는데 말씀하시다 카운팅 시작을 늦게 하신다거나 해서 혼동스러워요 하지만 좋은 정보 공유해주셔서 감사합니다,2년 전
