,아이디,댓글 내용,댓글 시간
181,  귤귤,1일차 매일아침 한번씩 꼭!!시작2일차 성공3일차 성공 벌써 쇄골나오고 승모근 통증이 덜해요 ㅜㅜㅠ4일차 성공5일차성공!6일차성공,1년 전(수정됨)
182,  박지수감자김동인새우,1:00 여름방학동안 꾸준히 해보겠습니다!7/297/307/318/18/28/38/48/58/68/78/88/98/108/118/128/138/148/158/168/178/188/19,6개월 전(수정됨)
183,  이재희,"스트레칭 하면서 새삼 제 어깨와 등에게 미안해졌어요... 왜 이제야 이 스트레칭을 해 주냐고 아우성이더군요..ㅋㅋ큐ㅠㅠㅠㅠ 진짜 너무 시원해요 ㅠㅜㅠㅜㅠ(사실 오른쪽 어깨 엄청 아팠던 건 안 비밀..) 한동안 운동도 안 하고 굴러다녔더니 승모근도 미쳤고 살도 많이 뿔어서 운동 ㄷㅏ시 시작해야겠어요,, 땅끄부부 덕분에 효과 많이 봤던 사람이라 땅끄부부는 언제나 제게 동기부여 해주시는 운동 쓰앵님이서요.. 정말루 사랑합니다,,",1년 전
184,  rhaostm,우왕~땅끄부부 채널이 워낙 유명하길래 궁금해서 한번 들어와 봤는데 왜 유명한지 알것같은 영상이네요 ! 너무 간단하고 시원해지는 영상 잘봤습니다 ,6개월 전
185,  freedom God,땅끄부부님 운동은 힘들지 않으면서 효과짱!♡,4년 전
186,  쿠와앙,오늘도 칼소폭+승모근 완료오오ㅎㅎ 이제 씻고 작은얼굴운동하고 공부하러 갈겁니다!! 오늘도 감사합니다 땅끄부부님 언제나 감사해요오!,1년 전(수정됨)
187,  sooni,이거 진짜 넘넘 시원해요,1년 전
188,  변다영,목이 결린다고 했더니 친한언니가 링크보내줘서 봤습니다 ㅎㅎ 정말 시원하네요 생각날때마다 할게요! 감사합니다,1년 전
189,  박지영,학교에서 스포츠시간에 열심히 따라하고 있어요! 고맙습니다^^,1년 전
190,  딜_,"효과 좋은 거 같아요 일주일에 서너번, 이주정도 했는데 오랜만에 본가 가니까 엄마가 얼굴살이랑 목 어깨라인이 갸름해졌다고 살 빠진 거 같다고 하셨어요 ㅎㅎ (몸무게 그대론데 ㅎㅎ) 키스실링? 그거 틈 날 때마다 하는데 턱살 빠지는데 진짜 좋은 거 같아요 상체가 진짜 콤플렉스였거든요 ㅜ 승모근이랑 이중턱, 라운드 숄더때매 진짜 스트레스 많이 받았는데 더 꾸준히 해보겠습니다 감사합니다!",1년 전
191,  탱크보이,지금은 매일 이 영상을 보며 땅끄부부님들과 같이 운동을 하지만 이 영상을 보지 않고 습관적으로 하게 되는 날이 오면 이미 승모근과 어깨모양은 예쁘게 잡히고 있는 중이니까 쉬지말고 계속 운동하자,2년 전
192,  지은이아이유의유애나,100일 완료 윳후승모근이 막 썸네일처럼 치솟아 있진 않았는데 어깨 뭉치는 일도 많고 거북목도 있었고 어깨도 좀 굽었고 그래서 살을 빼기 보다는 스트레칭 겸 거북목 완화를 목적으로 시작했습니다제가 목적으로 삼았던 부분들이 달성됨은 물론 승모근도 빠지고 어깨 라인이 깔끔해졌으니 더없이 좋네요학생 신분이다 보니 무의식적으로 승모근과 어깨에 무리를 주는 일이 많은데 목표로 잡았던 100일의 기간은 끝났지만 생각날 때마다 해주면 좋을 것 같아요옆에서 코칭해주는 듯한 영상 만들어 주신 땅끄님과 오드리님께도 감사드립니다앞으로도 다양한 운동으로 함께 해보겠습니다!!!,1년 전
193,  맛있는바나나,아પ 이게뭐야.. 진짜 댄스부 공연에서 옷을 입어야 하는데 승모근때문에 안예뻐보일까봐 승모근 없애려구 이거 시작했거든요..오늘 처음 했는데 진쨔 너무 너무 시원하고 거북목도 없어진느낌이에여 어깨도 막 펴져여 진짜 사랑해요ㅠㅠ 앞으로 매일 할게요,1년 전
194,  성이름,진짜 일주일째까지 왜 효과가 안보이지 했는데 일주일째 밤에 세수하고 거울을 봤는데 뭐지 미친 육성으로 나옴. 일주일까지는 쇄골까지는 모르겠는데 승모근이 진짜 많이 없어짐..진짜 2주만 속는 셈치고 하면 후회 절대 안함..!,8개월 전
195,  김우내,승모근 너무 심한 중학생인데 오늘부터 매일 영상 보고 따라하기 도전하겠습니당0:55 시작11/14 : 11/15 : ...11/18 : 넥숄더릴리프할때 어깨가 드르륵드르륵...11/19 : 11/20 : 11/21 : 11/22 : 11/23 : 11/24 :  내일은 꼭..11/25 : 11/26 : 11/27 : 11/28  : ,1년 전(수정됨)
196,  성이름,와 그냥 영상보면서 다 따라했는데 너무 시원해요 진짜 최고에요 앞으로 계속하도록하겠습니다 땅끄부부 사랑해요!!,2년 전
197,  eong.j,2/17 2/18 2/192/202/212/22 (3/3)2/23 (3/3)2/24 (3/3) 효과는 둘째치고 항상 뭉쳐서 아픈 어깨가 풀리는 느낌....너무 좋다...2/25 (1/3)3/4(1/3) 많이 건너뛰었다3/5 (1/3)3/23 오랜만에ㅋㅋㅋ귀찮음을 이길 수가 없다...(1/3)4/4 다시 오랜만에 복귀! 댓글을 안 남겼을 뿐 하긴 했다4/5 (3/3)4/9 (1/3)4/10 (1/3)4/11 (3/3)4/12 (2/3)4/13 (2/3)4/15 (1/3)4/18 14/ 21 14/22 (1/3)4/25 (1/3)4/26 (1/3)4/27 (2/3)4/30 (1/3)5/3 15/10 ,1년 전(수정됨)
198,  린은,아직 4일만 했지만 공부 할 때 정말 어깨가 많이 아프지 않아서 좋았어요! 평소 어깨결림도 자주 생겨서 힘들었는데 ㅠ̑̈ㅠ̑̈ 오래 앉아도 요즘은 별로 힘들지 않아 좋아요.,1년 전
199,  맛고구마,아침저녁으로 최대한 하려고 하고있는데 진짜 별거없는거 같지만 효과좋아요 모니터도 오래보고 앉아있는 시간 넘 길어서 거북목이랑 승모근 개심각했는데 산처럼 솟았던 승모근이 조금씩 없어지고 있어요 !!식이조절하면서 다이어트랑 같이 하고있어서 더더욱 그런거같아요 시간도 짧아서 부담도 없구 편하게 앉은 상태에서 할 수 있어서 너무 좋습니다,6일 전
200,  가나다라마바사,승모근이 심각한걸 깨닫고 어제부터 시간날때마다 스트레칭 해줬는데 확실히 어깨도 가볍고 기분탓인지 승모근도 살짝 내려간 것처럼 보임. 그동안 ‘에이 이런 거 한다고 달라지겠어?’ 라고 생각하면서 미루곤 했는데 속는 셈 치고 한 번 따라해보니깐 확실히 뭔가 달라지긴 했어요!! 다들 한 살이라도 젊고 어릴 때 시작합시다 진작에 안 따라한 게 후회스러울 정도예요..,1년 전
201,  Rachel,너무너무 시원 합니다~ 시간 날 때마다 꼭 오도록 하겠습니다!화이팅 !!!!!!!,1년 전
202,  김민,오늘 처음했는데 진짜 오지게 시원하네요,1년 전
203,  나..천재.,"제가 이거 이주 동안 틈틈이 하면서 승모근도 마사지 해 줬는데, 친구들한테 얼굴살 빠지고 갸름해 졌다는 소리 계속 들어요 승모근도 물론 눈에 보일 정도로 사라졌어요 얼굴 살 빠질 줄은 진짜 몰랐어요..사랑해요 땅끄부부...",1년 전
204,  한빛,0:53 1일차 승모근 없어지길 ㅠㅠ2일차3일차 오늘은 2번이나했어요(알바할 때랑 운동 마지막때!!)4일차도 왔어효 ㅎㅎ5일차 ️6일차 7일차 벌써 일쥬일8일차용9일차! 아직까진 효과 모르겠당 꾸준히 해야지10일차 벌써!11일차입니당 오늘은 스카에서 하깅12일차!13일차 스카에서 함용14일차 아 오늘 기말고사 첫날 그냥 망했어요^^15일차 어젠 공부하느라 못했네ㅠㅠ 오늘은 시험 셋째날 시험 나쁘지 않아씀 !!16일차!17일차! 일요일 출쳌18일차 시험 끝>_< 이제 종강19일차 오늘은 운동하고 오빠 만나렁20일차! 오늘은 오빠 만나고 집 와서 윤동 오랜만에 유산소 갑니다21일차 3주차!22일차 끝나고 집에서 유산소(오늘은 )23일차 오늘은 토요일!24일차 오늘은 이료일! 곧 30일차 되간당 오늘은 왜 승모근이 아픈거죠25일차 승모근이 왜 아프지 잠을 잘못잔건지 베개가 이상한건가 어제 일어나서부터 아픔 ㅠㅠ26일차 오늘은 다유니랑27일차 마지막은 이걸루 ~~28일차 오늘은 다유니랑 근데 몸살감기인지 코로나인지 죽어가효29일차 벌써!30일차 벙써 한달?31일차 우왕32일차욤 ㅎㅎ33일차 수요일~!34일차 오늘은 알바 하면서~!35일차 어제 잠깐 하고 손님 개와서 못함 다시 시도해보죠36일차 오늘은 홈트 전에 근력운동 먼저 조졌더니 제가 조져졌네요..37일차 오늘은 이료일38일차 벙써!?39일차 화요일~!~!~ 담주 월욜부턴 이제 출근.......천국 끝..40일차 벌써!?41일차 목요일~!~!42일차 신지니 하나 추가했다고 죽을듯 ㅠㅠ팔 고장남 (7/8)43일차 오늘은 이거 하고 바로 물놀이갑니댜44일차 내일 출근 해야하니 빨리 해볼게횽45일차  오늘은 퇴근 하자마자 바로 운동 ㅠㅠ 더워요 너무나46일차 화요일~!~!47일차 오늘은 저녁에 합니다 왜냐면 다윤이랑 의찬이를 만나고 왔고든용48일차 오늘 목요일 듣이어 운동하기 전에 오랜만에 햄버거 먹었는데..그냥 참을걸.7..777^^.....49일차 이틀을 쉬었더니 찝찝 다시 열심히 합시다 아자아자 !!!(7/17)50일차  여름휴가 다녀와서 6일만에 홈트합니댜! 다시 가보자구!!!!!!(7/23)51일차 7/2452일차 7/26 후후 다시 각성하자,6개월 전(수정됨)
205,  차연주,오늘부터 해서 승모근이랑 말린 어깨 다 박살내려고 합니다ㅠㅠ 안오면 댓글로 좀 불러주세요 다들 파이팅!12/2712/2812/2912/301/11/2 -기분 탓인지 모르겠지만 운동 하고 마지막에 스트레칭 하면서 이 운동도 같이 해줬더니 승모근이 들어간 거 같아요.. 늘 좋은 운동 영상 올려주시는 땅끄부부님 감사합니다️1/31/41/5,2년 전(수정됨)
206,  웅꾸,팔 운동하고 승모근 스트레칭 필수!등 운동하고 나서도 필수!!6.26  처음에 목 찢어지는 줄,1년 전
207,  묘묘,여름이라 다시 진짜빡세게갑니당 ㅠㅠ!! 쇄골라인아 나와다오 화이팅 1회완료요 ㅎㅎ 좋은영상감사해여 ️,1년 전
208,  경밍,"저는 진심 반팔만 입으면 옷걸이핏이 나올 정도로 여자지만 승모근이 너무 솟아있고, 또 뭉쳐있는 편이었어요 ㅠㅠ 그래서 오프숄더, 민소매는 커녕 반팔 면티 입는 것도 너무너무 싫어했는데요, 이 영상을 만난 뒤로 반팔 옷 핏이 정말 달라졌어요!! 3달동안 하루에 한 번씩 해주려고 노력했는데 중간에 며칠씩 쉬기도 하고, 까먹은 날도 있었어요 ㅠㅠ 그렇지만 진짜 두드러지게 효과를 봤어요! 살은 그렇게 많이 빠지지 않았는데 주변에서 옷핏이 달라지니 살 빠졌냐는 소리도 많이 들었구요 ㅎㅎ 제가 어깨랑 목이 정말 뭉쳐서 만성 두통, 어깨결림으로 고생을 많이 했는데 이 영상을 따라한 뒤로는 그런 거도 없어요!! 단 며칠 쉬면 다시 살짝 올라오는 느낌이 들어서 정말 꾸준히 하긴 해야할 것 같아요 이 영상을 만나서 너무 다행이고 행복해요.. 땅끄 짱!!",1년 전
209,  hana,이거는 운동 다하고나서 맨마지막 스트레칭으로 하고있어요!!!생각날때마다 하는중!!!♡♡♡♡,1년 전
210,  yamamamii,아침 저녁 한 번씩 하루엔 총 두 번 하세요 한 달 좀 안 됐는데 효과 쩔어요 진짜루… 승모근 사라지고 어깨 라인 진짜 예뻐지고 승모근이 줄어서 그런지 목도 길어 보임 ㅎㅎ,10개월 전
211,  김선율,아내분을 너무 귀여워하시네요 꿀떨어져요 ㅎㅎ  다른 운동 영상 보면 뭔가 엄청난 사람들 같고 너무 폼나고 운동에 하루 절반은 쓰는 것 같아서 엄두가 안나고 하다가도 지치고 딱히 도구도 없고 자세도 어려워서 포기하게 되는데 오늘 어쩌다 만난 이 유투버님들 덕분에 앞으로 열심히 재밌게 운동할 수 있을 것 같아요~  팔뚝살 운동 하다가 어깨깡패되면 어쩌나 하는 걱정도 있었고 푸시업하기에는 손목이 너무 안좋아서 속상했는데 팔뚝영상에서 희망을 보고 어깨스트레칭 영상으로 힐링하네요  피드백도 잘 해주시는 것 같아 더욱더 믿음 갑니다 ㅎㅎ 느므조아여 짱짱,4년 전
212,  싸비하면쌀거같아요진짜로,평소에 종종 스트레칭을 해서 승모근 짱!! 부자는 아니지만 공부하다 보면 뭉치는 기분이 들어서 좀 그랬는데 제대로 시작해보려구요!! 지나가시면서 알림 하나씩만 부탁드릴게요!!20212.16 2.17 2.18 2.19 2.20 2.21 2.22 2.23 2.24 2.25 2.25 ,1년 전(수정됨)
213,  다브,대체 이게 뭐죠ㅠㅠㅠ 왜 이걸 이제 알았을까요 하루 2번 했는데도 원래 승모근 진짜 돌처럼 딱딱했는데 이거 하고 나니까 말랑해졌어요ㅠㅠ 진짜 꾸준히 해볼게요 감사합니다!,1년 전
214,  서나,여름방학동안 실천!!!1일차) 조금 아픔2일차) 아픈게 덜 해짐3일차) 시원함 어깨 뭉친게 풀린 느낌,4개월 전
215,  보라칭구,오늘 목을 삐끗해서 엄청 아팠는데 이거 한번 하니까 싹 풀렸어요ㅠㅠㅠ,1년 전
216,  천희망,승모근 스트레칭 이거랑 다른 승모근 스트레칭병원 입원 중에도 계속 하고 있는데 와 두통도 승모근도 풀리네요매일 하게 되는 스트레칭입니다!^^,6개월 전
217,  현쓰파파,외국언니들 영상 따라하다가체중감량이 1도 없어서 요즘은 땅끄부부 영상만 쭉 따라하고있어요 전신10분-뱃살9분-뱃살칼로리5분-팔뚝16분-팔뚝8분-다리예뻐지는17분그리고 스트레칭도 매일 꾸준히 따라하고저녁에 시간나면 허벅지운동 추가로 따라하는데 정체기 극복해서 10일만에 -2kg 감량했어요 아직 목표달성하려면 한참 더 달려야해서 앞으로도 꾸준히 따라할계획이에요 땅끄부부님 영상은 같이 하고있다는 느낌이 들어서 정감이 든달까영상에 애착이 생겨요 ㅋㅋㅋㅋㅋㅋㅋ오드리님 넘 귀여우세요 땅끄부부님 영상과 함께 여름이오기전에 목표달성하길 바래봅니당!!,4년 전
218,  유케신,오늘 처음 따라해봤는데 너무 시원해요 하루 한 번씩 와서 해야겠어요3/73/83/9,1년 전(수정됨)
219,  Gloria Kang,땅끄부부는 따라하기도 쉽고 효과적이라서 좋아요 ㅎㅎ,1년 전
220,  루피루피마슈퍼루피루피루피,하루의 끝을 운동으로!! 11/21 월  하체11/22 화  상체11/23 수  하체+유산소 —> 아 진짜 죽겠어요,8일 전(수정됨)
221,  Jee-In Pyun,"결혼하고 단시간에 살이쪄서 눈바디 하기도 싫고 운동도 하기 싫은데(자신감은 바닥행...) 땅끄부부님 영상 보면 꼭 곁에서 같이 해주는 트레이너 같고 차분한 코칭에 진짜 기분이 좋아져서 마지못해서라도 하게됩니다^^좀만 힘들면 자세꼼수부리는 저같은 사람 북돋우며, 동작도 자세히 알려주시며,그 웃음과 농담까지 곁들여 주시니정말 대단하고 감사하다는 말씀밖에 드릴것이 없네요..특히 운동하며 싱글벙글 웃는 표정이 화면넘어서까지 파이팅을 줍니다!!!!!!! 엄청난 원동력이에요!!!!!!얼마후에 제가 꼭 좋은 효과보았다고 댓글남길 수 있게 응원해주세요두분께 행복이 가득하시길 바랍니다 감사합니다",1년 전
222,  쑴 ssum,자기 전 매일 해주도록 해보겠습니다! 살은 빠지고 있는데 승모근이 도드라져서 보기 안 좋았는데 마침.. 제 알고리즘에..️,7개월 전
223,  뀨,제가 평소자세가 안좋아서 어좁이에 말린어깨였는데 이 영상 매일 꾸준히 따라한지 한달 좀 넘었어요 우연히 차에 앉아있다가 백미러에 비친 제 어깨를 보고 깜짝놀랐어요 어깨가 펴지고 점점 일자어깨가 되어가고 있어요ㅠㅠㅠㅠ 어깨라인이 예뻐진게 확실히 눈에 보일정도에요!!! 땅끄부부님 영상 이거말고도 몇개 더 따라하는거 있는데 정말 재밌고 혼자 운동하는 느낌도 안나고 간단하고 쉬워서 너무너무 좋아해용ㅎㅎ 늘 좋은 영상 감사드리고 앞으로 더 예쁜어깨 만들 생각하니 더더 열심히하게되여 하루도 빠짐없이 열심히 해서 내년 여름에는 오프숄더도 많이 입을꺼에요><,4년 전(수정됨)
224,  링따오,진짜 효과 짱..  오프숄더 자신있게 입을수있겠어용 ㅠㅠ,5개월 전
225,  미쵸,겁나 시원함 . .목이랑승모근쪽이 뻑뻑한느낌이었는데..쫙~~풀리는 세상이맑아보여요ㅋㅋㅋㅋ,1년 전
226,  J J,꼭 열심히 해볼게요!! 고등학생 되고부터 목이랑 승모근이 너무 아파서ㅜㅜㅜㅜ,8개월 전
227,  반짝이는바지,이쁜 어깨와 승모근을 위해 꾸준히 하겠습니당!!2/13 O2/142/152/16,1년 전
228,  응애,아 진짜 시원하다 ㅠㅠ,1년 전
229,  오오오오ᅩᄋ세훈,진짜 매일매일 보면서 하고있는데 확실히 하기전리랑 하고나서랑 만졌을때 느낌이 다름...,2년 전
230,  ml,승모근 진짜 심해서 어깨가 옷걸이모양인게 스트레스라 시작함. 운동 안 좋아하고 이 영상 고른 이유도 제일 쉬워서. 그중에서도 더 쉬운 목 젖히는거랑 어깨 돌리는거만 하루에도 아무때나 몇 번씩 함. 첨엔 목 젖힐 때 엄청 당기는데 며칠만 하면 스트레칭 해도 느낌 안날만큼 풀림! 지금 2~3주 됐는데 워낙 심했어서 일자어깨는 아니지만 많이 내려갔고 이런 쉬운 동작들로 이렇게 좋아질 거였으면 미리 할걸이라는 생각중,1년 전
231,  햇살hs,따라해봤는데 진짜 시원하네여~,1년 전
232,  망상변태,오미친 다른 운동이랑 같이 하루 했는데 이런미친 세상에 쇄골이 생김 어깨도 좀 들어가고 뒤집어지게 이뻐짐 와 세상에 저 이제 모델 언니들 뺨 치고 튀는 어깨가 되고있어요 세상에 감사합니다 감사해요 알라뷰..️️,1년 전
233,  휴휴,저 진짜 운동 전혀 관심도 없고 홈트면 더더욱 관심도 없는 사람인데요 어쩌다가 땅끄부부 영상 보고 심심해서 좀 따라해봤었는데 요즘은 땅끄부부 운동 안 하면 잠을 못 자요 개운하지가 않아서 하루를 덜 끝낸 느낌이라고 해야 하나 ㅠㅠㅠㅠㅠ 이 영상뿐만 아니라 다른 영상들까지 다 감사합니다 덕분에 운동이 행복하고 하루가 행복해요 ㅠㅠㅠㅠㅠㅠㅠ 좋은 일만 가득하세요 감사합니다,1년 전
234,  혜미콱,"승모근 스트레칭!9/12 1일차 승모근이 단단해 근육이 시원하기도 아프기도 함9/13 2일차 아침 / 아파요,,,,9/13 2일차 저녁 / 어깨근육 뭉친게 아주 조금 풀어지는 느낌!9/14 3일차 저녁/ 항상 특정 일을 할때마다 아팠는데 근육을 조금씩 풀어줘서 아프지 않았어요",2개월 전(수정됨)
235,  뿌링클티라미수, 시험 때문에 목이 진짜 너무 뻐근해져서 오늘부터 매일 하겠습니다 (+후기: 계속 하다가 어느 날 옷 갈아입을 때 거울을 봤는데... 세상에나 진짜 어깨가 예뻐져 있었어요..!! 승모근도 거의 소멸했고 요즘은 목도 잘 안아픕니다!! 진짜 이 스트레칭 좋고요 꾸준히 하면 더 좋습니다!! 제가 어깨가 넓은게 좀 콤플렉슨데 이 스트레칭으로 어깨가 예뻐지니 어느 정도 콤플렉스가 줄어들기도 했구요!! 여러분 이 스트레칭 꼭 해보세여 ㅜㅜ 참고로 후기 올렸지만 계속 할거랍니다...)12/26 1일차  아침공복 점심 저녁 12/27 2일차  점심 저녁 밤 12/28 3일차  아침공복 점심 밤 12/29 4일차  아침공복 저녁 늦은밤 12/30 5일차  아침공복 저녁 완전늦은밤 12/31 6일차  아침공복 저녁 늦은밤 1/1 7일차  점심 저녁 새벽 1/2 8일차  점심 저녁 늦은밤 1/3 9일차 ⛥ 점심 오후 밤 1/4 10일차  아침공복 1/5 11일차  점심 1/6 12일차  늦은밤 1/7 ...1/8 13일차  점심 1/9 14일차  점심 저녁 새벽 1/10 15일차  점심 1/11 16일차  아침 저녁 1/12 17일차  점심 1/16 18일차  오후 저녁 새벽 1/17 19일차  아침 저녁 늦은밤 1/18 20일차  점심 저녁 1/19 21일차  저녁 1/22 22일차  새벽 1/23 23일차  새벽 늦은밤 1/24 24일차  밤 1/25 25일차 🖑 밤 1/26 26일차  아침 밤 1/27 27일차  점심 새벽 1/28 28일차  새벽 1/30 29일차  점심 새벽 1/31 30일차  저녁 2/1 31일차  점심 2/2 32일차  점심 2/3 33일차  저녁 새벽 2/4 34일차  점심 2/5 35일차  아침 2/6 36일차  아침 새벽 2/7 37일차  점심 저녁 밤 2/8 38일차  점심 늦은밤 2/9 39일차  점심 2/10 40일차  저녁 새벽 2/11 41일차  저녁 2/13 42일차  저녁 새벽 2/14 43일차 ♡ 저녁 2/15 44일차  점심 저녁 2/16 45일차 (⊼⌔⊼ ) 새벽 2/18 46일차  새벽 2/19 47일차  점심 새벽 2/20 48일차  점심 2/21 49일차  저녁 2/22 50일차  늦은밤 2/27 51일차  밤 새벽 2/28 52일차  밤 늦은밤 3/1 53일차  저녁 3/3 54일차  늦은밤 3/4 55일차  아침 3/5 56일차  새벽 3/6 57일차  새벽 3/7 58일차 ⛼ 밤 3/8 59일차  늦은밤 3/9 60일차  늦은밤 3/10 61일차  밤 3/11 62일차  밤 3/14 63일차  점심 밤 3/15 64일차  늦은 밤 3/17 65일차 ️ 밤 3/18 66일차 ️ 밤 3/19 67일차  새벽 3/20 68일차 ♬ 새벽 3/21 69일차  밤 3/22 70일차 ️ 늦은밤 3/23 71일차  밤 3/24 72일차  밤 3/25 73일차  밤 3/29 74일차  밤 4/3 75일차  오후 4/4 76일차  밤,1년 전(수정됨)
236,  율유율,1일차 상체운동하고 마무리로 하러왔습니다 목이 아프네요 그래도 초보니깐 또 따라하기♡,1년 전
237,  i유운,오늘부터 매일 꾸준히 해보겟음니다ㅠㅠㅠ먼저 일주일동안 빠짐없이 해보는게 목표1.5-O1.6-O1.7-1.8-1.9-1.10-1.11-,1년 전(수정됨)
238,  김가을,너무 감사합니다ㅠㅠ 아들이랑 딸이랑 남편이랑 저랑 매일 하고있어요!,11개월 전
239,  홀리,승모근이 많이는 심하지 않았지만 제 어깨가 마음에 들지 않아 이 영상과 다른분 영상을 보며 3일 밖에 안했는데 직각 그 자체....귀찮아 하지 말고 딱 2일만 해보세요..더 심해지기 전에 빨리 해보세요!!,1년 전
240,  ᄋ쥬쥬,오랜만에 하는데 넘넘 시원해용 짱,1년 전
241,  Doodoo,상체운동 하고 이 운동 하니까 넘 깨운하네요!!!!!!,3년 전
242,  김첨지의럭키데이,4일 했는데도...생략한 부분이 있는데도...반팔입는데 핏이 변했읍니다 어메이징 제가 얼마나 운동을 안했던 걸까요...고마워요 땅끄부부! 땡큐!,1년 전
243,  멍멍,"승모근 스트레스가 너무 심해서 영상 찾아보고 오늘부터 시작했어요! 아침에 한 번, 자기 전 한 번으로 한 달 정도 일지 체크해보겠습니다... 7/19  7/20  7/21  7/22  7/237/247/257/267/277/287/297/307/318/18/28/38/48/58/68/78/88/98/108/118/128/138/148/158/168/178/18",1년 전(수정됨)
244,  iloveyou 3000,딱 10일동안 해보자! 좋은 영상 감사해요!8/20 8/21 8/22 8/23 8/24 8/25 ,1년 전(수정됨)
245,  에엥,뭐든 2주간 계속하면 습관이 된대요~!오늘부터 도전6/12 ️6/13 ️6/14 ️6/15 ️,1년 전(수정됨)
246,  rain,일자목 진단받은 사람입니다 ㅜㅜ 전 어깨가 많이 뭉쳐있고  목도 가만히 있어도 통증이있어서 거의 매일 울었는데 오늘부터 이거 하려구요!! 한번 해봤는데 조금 풀리는것 같아요 ㅎㅎ,1년 전
247,  문채원,으억...감사해요 대학생 직장인이에요.  스트레스 받으면 승모근이 바로 뭉쳐서 근육이완제에 두통약 신경안정제까지..   저에게 꼭 필요한 스트레칭이에요!,4년 전
248,  꼬뿍,저는 어렸을때부터 어깨가 엄청 뭉쳐있었어요 어른들이 제 어깨 만져보고 공사장에서 일하다 왔냐고 할 정도로욬ㅋㅋ 그래서 그런지 항상 자고 나면 목이랑 어깨가 너무 찌뿌둥하고 아프더라구요 너무 아파서 이거 보고 스트레칭 따라하기 시작했어요! 간단한 동작들이라 따라하면서 효과가 있을까  했는데..! 하루만에! 자고 일어날때 확실히! 덜 아프더라구요!! 하루에 2번씩 해줬는데요 이제 거의 안 아프고 어깨도 좀 풀렸어요! (아직도 많이 뭉쳐있지만..ㅎ) 어깨 아프신 분들 이거 꼭 하세요! 쉽게 따라하실 수 있고 효과 완전 직빵이에요!,1년 전(수정됨)
249,  랄랄라,항상 유용한 정보 감사드립니다혹시ㅜ다음에 얼굴비대칭교정 스트레칭도 기획 해주실수 있나요?,1년 전
250,  J,미술 입시생이라 승모근이 너무 아프고 올라와서 스트레스 받았었는데 이거 따라하고 없애보겠습니다 ㅠㅠ!!! 11.29 - 출석,1년 전
251,  아그이,2/2 아주 좋습니다아2/3 쉽게 쉽게 성공함2/4 변화는 못느끼겠지만 시원해서 좋아요2/52/62/72/82/92/10,1년 전(수정됨)
252,  지혜,하루에 두번씩 3일 했을 뿐인데 쇄골은 모르겠지만 많이 쳐져있던 어깨가 눈에 보일 정도로 많이 일자가 됐어요...! 기분 탓일 수도 있지만 ㅎㅎ 꾸준히 해야겠어요 감사합니다,8개월 전
253,  하늘,와 이거 진짜 대박이에요ㅜㅜㅜ제가 잘못된 자세로 인해서 승모근이 많이 발달했거든요...ㅠㅠ그리고 그자세로 오래 공부를해서 굽은어깨 이기두해요...그렇게 매일 너무 심한 어깨통증에 시달리고 있었는데 우연히 이영상을 보고 하루에 3-4세트씩 하니까 삶의 질이 달라졌어요..!!!!!정말 간단한 동작인데 효과는 진짜 좋아요ㅠㅠㅠ저는 이영상 이외에도 땅끄부부운동영상 12개정도씩 모아서 한시간가량 운동 하고있거든요!!엄청 개운하고 몸도 가볍고 최고에요ㅠㅠㅠㅠ이렇게 따라하기 쉽고 좋은영상 만들어주셔서 감사합니다️️진짜 최고에요️️️,3년 전
254,  세이,2020년에 수험생활을 끝내고 2021년에는 못입었던 이쁜옷 많이 입고 싶어서 예쁜 어깨라인이 너무 만들고 싶었거든요ㅠㅠ 평소 공부할때 자세가 그리 좋지 않아서 10분만 책상에 앉아서 공부하면 어깨가 아프고 주변 사람들이 어깨에 돌 들어있냐고 할 정도로 승모근이 많이 딱딱했었는데 이 동작들 따라한지 2달이 다 되어가는 시점에 보니까 어깨도 많이 풀리고 아픈것도 엄청 많이 사라졌더라구요ㅠㅠ진짜 땅끄부부님께 너무너무 감사해요ㅠㅠ 앞으로도 영상 보면서 같이 열심히 운동할게요ㅠㅠ!!,1년 전
255,  요니,이거 진짜 효과 있어서 3년만에 다시 보러왔네 3년동안 키워온건 비밀 ㅋㅋ,1년 전
256,  라일리,2022.10.07 <1일차>오늘부터 시작합니다! 좋은 운동 알려주셔서 넘 감사합니다,1개월 전
257,  84 lanie,댓글 잘 안다는데 제가 목이랑 어깨가 자주 아픈편이였는데 하자마자 효과가 있는것 같아요 그동안 누적된게 있어서 한번만 해서 되진 않겠지만 바로 효과가 있네요 감사합니다!!!,1년 전
258,  테이,"인내심과 지구력이라고는 1도 없는 나... 승모근 헐크가 된 지금 미룰 수없다 내가 믿는것은 땅끄부부다10/13 시작, 1일차 시작!!14,15 일주일은 열심히 하고있음!! 변화는 당연히 없는데 의자에 앉아서 뭉칠때풀어주니까 의식하면서 자세교정이됨ㅋㅋㅋ17 18 완료!",1년 전(수정됨)
259,  모기,어깨가 예쁘게 빠지고 있고 놀라운건 어깨 전체가 살이 빠지고 있습니다  많이 안보이던 쇄골 라인도 깊어지고 있어요️꾸준히 해서 오프숄더 꼭 입겠습니다ㅠㅠ 땅끄부부 흥해라️️️️,3년 전(수정됨)
260,  0식,방학동안 매일 1개씩 해볼게요7/21,1년 전
